designation,l,b,dl,db,ra,dec,dra,ddec
SSTGLMA G111.0788+02.1414,111.078832,2.14145,0.3,0.3,346.415316,62.5535,0.3,0.3
SSTGLMA G111.0924+02.1290,111.092482,2.129036,0.3,0.3,346.453157,62.547509,0.3,0.3
SSTGLMA G112.6772+00.6777,112.677243,0.677783,0.3,0.3,350.748149,61.775856,0.3,0.3
SSTGLMA G111.1012+02.1081,111.101235,2.108147,0.3,0.3,346.488507,62.531788,0.3,0.3
SSTGLMA G111.1218+02.1224,111.121875,2.122489,0.3,0.3,346.517297,62.553117,0.3,0.3
SSTGLMA G110.9161+02.3032,110.916142,2.303211,0.3,0.3,345.951055,62.636762,0.3,0.3
SSTGLMA G112.6465+00.7902,112.646514,0.790281,0.3,0.3,350.606799,61.871487,0.3,0.3
SSTGLMA G114.6793+01.6868,114.679367,1.686847,0.3,0.3,354.200072,63.356401,0.3,0.3
SSTGLMA G112.6390+00.7255,112.639,0.725583,0.3,0.3,350.637986,61.808039,0.3,0.3
SSTGLMA G110.9501+02.2811,110.950166,2.28112,0.3,0.3,346.0381,62.630223,0.3,0.3
SSTGLMA G111.1509+02.2897,111.150909,2.289772,0.3,0.3,346.431211,62.718222,0.3,0.3
SSTGLMA G113.2720+01.0261,113.272029,1.026144,0.3,0.3,351.702486,62.300101,0.3,0.3
SSTGLMA G113.2616+01.0465,113.261612,1.046592,0.3,0.3,351.667116,62.316114,0.3,0.3
SSTGLMA G114.7594+01.4392,114.759451,1.439269,0.3,0.3,354.52604,63.141515,0.3,0.3
SSTGLMA G110.9851+02.4955,110.985138,2.495531,0.3,0.3,345.919413,62.840549,0.3,0.3
SSTGLMA G111.0940+02.4048,111.094014,2.404836,0.3,0.3,346.217238,62.801162,0.3,0.3
SSTGLMA G111.0753+02.3806,111.075356,2.3806,0.3,0.3,346.201044,62.771496,0.3,0.3
SSTGLMA G113.2563+00.8448,113.256304,0.844819,0.3,0.3,351.79523,62.123306,0.3,0.3
SSTGLMA G110.1027+02.4279,110.102723,2.427939,0.3,0.3,344.236071,62.412977,0.3,0.3
SSTGLMA G110.0089+02.4182,110.008907,2.418209,0.3,0.3,344.062267,62.364073,0.3,0.3
SSTGLMA G110.0411+02.3756,110.041126,2.375659,0.3,0.3,344.164232,62.339416,0.3,0.3
SSTGLMA G110.0149+02.3991,110.014941,2.399172,0.3,0.3,344.091604,62.349461,0.3,0.3
SSTGLMA G110.0109+02.4129,110.010958,2.412975,0.3,0.3,344.071099,62.360224,0.3,0.3
SSTGLMA G110.0686+02.3724,110.068629,2.372453,0.3,0.3,344.220708,62.348259,0.3,0.3
SSTGLMA G110.0600+02.3732,110.060047,2.373281,0.3,0.3,344.20324,62.345346,0.3,0.3
SSTGLMA G110.1505+02.6145,110.150559,2.6145,0.3,0.3,344.15698,62.602069,0.3,0.3
SSTGLMA G110.1778+02.6038,110.177876,2.603875,0.3,0.3,344.220463,62.604127,0.3,0.3
SSTGLMA G110.1776+02.6005,110.177631,2.600572,0.3,0.3,344.223047,62.601036,0.3,0.3
SSTGLMA G110.0990+02.6158,110.098998,2.615878,0.3,0.3,344.054601,62.581239,0.3,0.3
SSTGLMA G110.1690+02.5671,110.169054,2.567122,0.3,0.3,344.237229,62.567129,0.3,0.3
SSTGLMA G110.1617+02.5638,110.161744,2.563825,0.3,0.3,344.22595,62.561031,0.3,0.3
SSTGLMA G110.1800+02.5748,110.180071,2.574808,0.3,0.3,344.251719,62.578776,0.3,0.3
SSTGLMA G110.1472+02.6123,110.147245,2.612381,0.3,0.3,344.152448,62.598737,0.3,0.3
SSTGLMA G110.1509+02.5845,110.150917,2.584575,0.3,0.3,344.185481,62.575171,0.3,0.3
SSTGLMA G110.0375+02.6052,110.037516,2.605203,0.3,0.3,343.944223,62.545191,0.3,0.3
SSTGLMA G110.0436+02.5728,110.043632,2.572889,0.3,0.3,343.986336,62.518654,0.3,0.3
SSTGLMA G110.0600+02.5622,110.060003,2.562289,0.3,0.3,344.028208,62.516114,0.3,0.3
SSTGLMA G110.0644+02.5703,110.064417,2.570303,0.3,0.3,344.029377,62.525245,0.3,0.3
SSTGLMA G110.0680+02.5874,110.068045,2.587478,0.3,0.3,344.020473,62.542312,0.3,0.3
SSTGLMA G110.1639+02.5204,110.163969,2.520483,0.3,0.3,344.27041,62.522779,0.3,0.3
SSTGLMA G110.1147+02.5055,110.114793,2.505581,0.3,0.3,344.187953,62.488332,0.3,0.3
SSTGLMA G110.1008+02.5104,110.100863,2.510408,0.3,0.3,344.156252,62.486744,0.3,0.3
SSTGLMA G110.1435+02.4870,110.143531,2.487081,0.3,0.3,344.261251,62.483859,0.3,0.3
SSTGLMA G110.0877+02.5473,110.087795,2.547364,0.3,0.3,344.096425,62.514548,0.3,0.3
SSTGLMA G110.0947+02.5621,110.094793,2.562136,0.3,0.3,344.09639,62.530891,0.3,0.3
SSTGLMA G110.1068+02.5481,110.106847,2.548164,0.3,0.3,344.132951,62.523426,0.3,0.3
SSTGLMA G110.1326+02.5525,110.132678,2.552567,0.3,0.3,344.179432,62.538446,0.3,0.3
SSTGLMA G110.1017+02.5715,110.101734,2.571567,0.3,0.3,344.101208,62.542384,0.3,0.3
SSTGLMA G110.0827+02.4544,110.082744,2.454406,0.3,0.3,344.172668,62.428381,0.3,0.3
SSTGLMA G110.0043+02.6097,110.004307,2.609744,0.3,0.3,343.875067,62.534981,0.3,0.3
SSTGLMA G110.0175+02.5389,110.017592,2.538961,0.3,0.3,343.9671,62.476834,0.3,0.3
SSTGLMA G110.0608+02.5431,110.060846,2.5431,0.3,0.3,344.047708,62.499147,0.3,0.3
SSTGLMA G110.0215+02.5540,110.021519,2.554053,0.3,0.3,343.960702,62.492145,0.3,0.3
SSTGLMA G110.0224+02.5588,110.022415,2.558828,0.3,0.3,343.958,62.49684,0.3,0.3
SSTGLMA G110.0252+02.4760,110.025207,2.476039,0.3,0.3,344.040438,62.423294,0.3,0.3
SSTGLMA G112.6147+00.1505,112.614717,0.150581,0.3,0.3,350.992935,61.257952,0.3,0.3
SSTGLMA G110.0510+02.4845,110.051002,2.484559,0.3,0.3,344.082836,62.442049,0.3,0.3
SSTGLMA G110.0440+02.4836,110.044028,2.483645,0.3,0.3,344.07008,62.438235,0.3,0.3
SSTGLMA G110.0351+02.5136,110.035159,2.513619,0.3,0.3,344.024956,62.461502,0.3,0.3
SSTGLMA G114.1218+00.0847,114.121879,0.084714,0.3,0.3,354.035609,61.661772,0.3,0.3
SSTGLMA G110.4481+02.0273,110.448099,2.027319,0.3,0.3,345.271741,62.194127,0.3,0.3
SSTGLMA G110.4160+02.0228,110.416067,2.022878,0.3,0.3,345.213183,62.176867,0.3,0.3
SSTGLMA G110.2018+02.2391,110.201857,2.239131,0.3,0.3,344.601928,62.284016,0.3,0.3
SSTGLMA G110.2186+02.1689,110.218661,2.168942,0.3,0.3,344.698122,62.22742,0.3,0.3
SSTGLMA G110.3083+02.2402,110.308329,2.240225,0.3,0.3,344.808668,62.32972,0.3,0.3
SSTGLMA G113.0161+00.9213,113.016105,0.921317,0.3,0.3,351.256317,62.117911,0.3,0.3
SSTGLMA G110.2782+02.2034,110.27825,2.203428,0.3,0.3,344.783122,62.283715,0.3,0.3
SSTGLMA G110.2845+02.1995,110.284512,2.199567,0.3,0.3,344.798816,62.282832,0.3,0.3
SSTGLMA G110.2237+02.2592,110.223736,2.259225,0.3,0.3,344.626354,62.311453,0.3,0.3
SSTGLMA G110.3790+02.1442,110.379008,2.144258,0.3,0.3,345.032902,62.27198,0.3,0.3
SSTGLMA G110.5318+02.5963,110.531833,2.596367,0.3,0.3,344.925659,62.746603,0.3,0.3
SSTGLMA G113.4509+00.9807,113.450961,0.980786,0.3,0.3,352.09849,62.314066,0.3,0.3
SSTGLMA G110.4715+02.5773,110.471529,2.57735,0.3,0.3,344.823585,62.704144,0.3,0.3
SSTGLMA G112.5909+00.3362,112.590918,0.336289,0.3,0.3,350.817293,61.42516,0.3,0.3
SSTGLMA G110.4863+02.4918,110.486324,2.491825,0.3,0.3,344.930689,62.632627,0.3,0.3
SSTGLMA G110.2093+02.6010,110.209361,2.601017,0.3,0.3,344.284948,62.614959,0.3,0.3
SSTGLMA G110.2263+02.5878,110.226383,2.587889,0.3,0.3,344.330548,62.610321,0.3,0.3
SSTGLMA G110.2369+02.6038,110.236979,2.603847,0.3,0.3,344.336614,62.629266,0.3,0.3
SSTGLMA G110.2298+02.5977,110.229824,2.597756,0.3,0.3,344.328183,62.620713,0.3,0.3
SSTGLMA G110.2522+02.5584,110.252281,2.558469,0.3,0.3,344.408611,62.594684,0.3,0.3
SSTGLMA G110.2445+02.5654,110.244543,2.565472,0.3,0.3,344.386945,62.597743,0.3,0.3
SSTGLMA G110.2588+02.5924,110.258878,2.592464,0.3,0.3,344.390208,62.628261,0.3,0.3
SSTGLMA G110.2659+02.5879,110.265951,2.587953,0.3,0.3,344.408288,62.627177,0.3,0.3
SSTGLMA G110.2663+02.6102,110.266329,2.610275,0.3,0.3,344.388412,62.647547,0.3,0.3
SSTGLMA G110.2411+02.5918,110.241151,2.591825,0.3,0.3,344.355936,62.620158,0.3,0.3
SSTGLMA G110.2471+02.5933,110.247132,2.593364,0.3,0.3,344.366274,62.624091,0.3,0.3
SSTGLMA G110.2391+02.5895,110.239168,2.589522,0.3,0.3,344.354167,62.617231,0.3,0.3
SSTGLMA G110.2562+02.5876,110.256258,2.587664,0.3,0.3,344.389488,62.622804,0.3,0.3
SSTGLMA G110.3297+02.5677,110.329791,2.567753,0.3,0.3,344.552573,62.635882,0.3,0.3
SSTGLMA G110.3343+02.5948,110.334391,2.594867,0.3,0.3,344.5367,62.662399,0.3,0.3
SSTGLMA G110.2985+02.5512,110.298529,2.551225,0.3,0.3,344.506222,62.607701,0.3,0.3
SSTGLMA G110.3143+02.5654,110.314317,2.565475,0.3,0.3,344.524191,62.627284,0.3,0.3
SSTGLMA G112.6159+00.2642,112.615921,0.264294,0.3,0.3,350.916651,61.365614,0.3,0.3
SSTGLMA G113.5190+00.9278,113.518997,0.927844,0.3,0.3,352.273208,62.285183,0.3,0.3
SSTGLMA G110.4749+02.3479,110.474986,2.347909,0.3,0.3,345.038427,62.497068,0.3,0.3
SSTGLMA G110.4638+02.4841,110.463871,2.484106,0.3,0.3,344.893369,62.616247,0.3,0.3
SSTGLMA G113.5576+00.8451,113.557695,0.845164,0.3,0.3,352.407572,62.218703,0.3,0.3
SSTGLMA G114.7834+00.1587,114.783427,0.158789,0.3,0.3,355.336594,61.916581,0.3,0.3
SSTGLMA G114.2338+02.7021,114.233883,2.702122,0.3,0.3,352.555656,64.193695,0.3,0.3
SSTGLMA G110.4329+02.3345,110.432897,2.334522,0.3,0.3,344.967723,62.467393,0.3,0.3
SSTGLMA G114.8276+00.1425,114.827694,0.142517,0.3,0.3,355.436438,61.91273,0.3,0.3
SSTGLMA G110.4244+02.2924,110.42443,2.292453,0.3,0.3,344.988977,62.425623,0.3,0.3
SSTGLMA G110.3432+02.3062,110.343271,2.306206,0.3,0.3,344.81745,62.404258,0.3,0.3
SSTGLMA G110.1950+02.6043,110.195066,2.604347,0.3,0.3,344.25378,62.611883,0.3,0.3
SSTGLMA G110.1905+02.5997,110.190589,2.599706,0.3,0.3,344.249291,62.605778,0.3,0.3
SSTGLMA G110.2148+02.5876,110.214832,2.587639,0.3,0.3,344.308083,62.605183,0.3,0.3
SSTGLMA G110.2084+02.5763,110.208461,2.576353,0.3,0.3,344.306013,62.592262,0.3,0.3
SSTGLMA G110.2050+02.5853,110.205094,2.585353,0.3,0.3,344.291072,62.598972,0.3,0.3
SSTGLMA G110.2392+02.5604,110.239218,2.560469,0.3,0.3,344.381098,62.590954,0.3,0.3
SSTGLMA G110.2206+02.5475,110.220601,2.547572,0.3,0.3,344.35644,62.571376,0.3,0.3
SSTGLMA G113.2304+00.4794,113.230464,0.479478,0.3,0.3,351.990554,61.768759,0.3,0.3
SSTGLMA G110.2043+02.4945,110.204295,2.494586,0.3,0.3,344.3733,62.51649,0.3,0.3
SSTGLMA G110.1999+02.4939,110.199963,2.493953,0.3,0.3,344.365394,62.514078,0.3,0.3
SSTGLMA G113.2423+00.4821,113.242323,0.482147,0.3,0.3,352.012545,61.775048,0.3,0.3
SSTGLMA G110.1755+02.4786,110.175541,2.478678,0.3,0.3,344.331633,62.489878,0.3,0.3
SSTGLMA G110.1810+02.4787,110.181077,2.478775,0.3,0.3,344.34238,62.492318,0.3,0.3
SSTGLMA G110.1809+02.4753,110.180988,2.475328,0.3,0.3,344.34538,62.489161,0.3,0.3
SSTGLMA G110.2778+02.4883,110.277877,2.488325,0.3,0.3,344.523391,62.541978,0.3,0.3
SSTGLMA G110.2667+02.5076,110.266736,2.507625,0.3,0.3,344.483801,62.554756,0.3,0.3
SSTGLMA G110.2406+02.5153,110.240603,2.515311,0.3,0.3,344.425431,62.550654,0.3,0.3
SSTGLMA G110.2147+02.4873,110.214729,2.487359,0.3,0.3,344.400399,62.514374,0.3,0.3
SSTGLMA G110.2066+02.4956,110.206613,2.495684,0.3,0.3,344.376832,62.518468,0.3,0.3
SSTGLMA G110.2723+02.3079,110.27231,2.307961,0.3,0.3,344.676996,62.376093,0.3,0.3
SSTGLMA G110.2251+02.3488,110.225193,2.348803,0.3,0.3,344.547755,62.393282,0.3,0.3
SSTGLMA G114.1455+00.8451,114.145512,0.84515,0.3,0.3,353.613188,62.396329,0.3,0.3
SSTGLMA G110.1973+02.4000,110.197392,2.400047,0.3,0.3,344.446592,62.427959,0.3,0.3
SSTGLMA G110.1937+02.4308,110.193758,2.430889,0.3,0.3,344.411214,62.45435,0.3,0.3
SSTGLMA G110.2058+02.4253,110.205866,2.425317,0.3,0.3,344.440013,62.454435,0.3,0.3
SSTGLMA G114.3526+00.7663,114.352691,0.766356,0.3,0.3,354.090251,62.380972,0.3,0.3
SSTGLMA G113.5207+00.4917,113.520731,0.491722,0.3,0.3,352.56622,61.871202,0.3,0.3
SSTGLMA G110.3306+02.4357,110.330639,2.435786,0.3,0.3,344.67504,62.516574,0.3,0.3
SSTGLMA G114.2807+00.8373,114.280762,0.837381,0.3,0.3,353.897428,62.428292,0.3,0.3
SSTGLMA G110.3120+02.4163,110.31205,2.416381,0.3,0.3,344.656238,62.491155,0.3,0.3
SSTGLMA G110.3179+02.4066,110.317983,2.406603,0.3,0.3,344.676786,62.484779,0.3,0.3
SSTGLMA G114.3320+00.7884,114.332092,0.788419,0.3,0.3,354.034024,62.396201,0.3,0.3
SSTGLMA G114.2462+00.9073,114.246233,0.907372,0.3,0.3,353.782071,62.485259,0.3,0.3
SSTGLMA G112.8468+00.4363,112.846831,0.436383,0.3,0.3,351.254205,61.604287,0.3,0.3
SSTGLMA G112.9055+00.3911,112.905588,0.391172,0.3,0.3,351.401976,61.580748,0.3,0.3
SSTGLMA G113.9163+00.4804,113.916327,0.480414,0.3,0.3,353.374605,61.980203,0.3,0.3
SSTGLMA G110.8132+01.5036,110.813266,1.503653,0.3,0.3,346.434913,61.862736,0.3,0.3
SSTGLMA G113.6560+00.4425,113.656091,0.442578,0.3,0.3,352.871426,61.865903,0.3,0.3
SSTGLMA G114.1012+00.5025,114.101237,0.50255,0.3,0.3,353.737369,62.055761,0.3,0.3
SSTGLMA G110.8770+01.8371,110.877034,1.837167,0.3,0.3,346.277096,62.19412,0.3,0.3
SSTGLMA G113.0940+00.0890,113.094005,0.089025,0.3,0.3,351.978818,61.355186,0.3,0.3
SSTGLMA G114.1767+00.4914,114.176785,0.491489,0.3,0.3,353.898517,62.067113,0.3,0.3
SSTGLMA G111.0330+01.6621,111.033038,1.662172,0.3,0.3,346.731689,62.095012,0.3,0.3
SSTGLMA G112.8656+00.3267,112.865627,0.32675,0.3,0.3,351.366741,61.506822,0.3,0.3
SSTGLMA G113.6321+00.6317,113.6321,0.631711,0.3,0.3,352.699969,62.038667,0.3,0.3
SSTGLMA G110.5986+01.8631,110.59868,1.8631,0.3,0.3,345.709566,62.105908,0.3,0.3
SSTGLMA G112.8749+00.2424,112.874937,0.242475,0.3,0.3,351.442607,61.430168,0.3,0.3
SSTGLMA G111.3894+02.5033,111.389488,2.503339,0.3,0.3,346.726788,63.008491,0.3,0.3
SSTGLMA G113.4985+00.6005,113.498558,0.600536,0.3,0.3,352.449876,61.967809,0.3,0.3
SSTGLMA G114.3527+00.4341,114.352713,0.434108,0.3,0.3,354.293389,62.062497,0.3,0.3
SSTGLMA G113.5524+00.6736,113.552434,0.673694,0.3,0.3,352.5107,62.054062,0.3,0.3
SSTGLMA G114.2944+00.4951,114.294461,0.495172,0.3,0.3,354.137004,62.104464,0.3,0.3
SSTGLMA G114.3185+00.6703,114.318577,0.670322,0.3,0.3,354.079115,62.279191,0.3,0.3
SSTGLMA G111.2127+01.9165,111.212759,1.91655,0.3,0.3,346.873052,62.399385,0.3,0.3
SSTGLMA G111.2526+01.9046,111.252669,1.904614,0.3,0.3,346.962388,62.403931,0.3,0.3
SSTGLMA G111.2617+01.9008,111.261785,1.900817,0.3,0.3,346.983695,62.403974,0.3,0.3
SSTGLMA G111.2665+01.9029,111.266496,1.902956,0.3,0.3,346.991267,62.407775,0.3,0.3
SSTGLMA G111.3260+01.9300,111.326032,1.930003,0.3,0.3,347.087106,62.455783,0.3,0.3
SSTGLMA G111.3184+01.9407,111.31843,1.9407,0.3,0.3,347.062996,62.462702,0.3,0.3
SSTGLMA G111.3196+01.9395,111.319673,1.939539,0.3,0.3,347.066446,62.462113,0.3,0.3
SSTGLMA G112.7216+01.3601,112.721619,1.360161,0.3,0.3,350.344489,62.433082,0.3,0.3
SSTGLMA G111.3079+01.9088,111.307946,1.908875,0.3,0.3,347.068772,62.429303,0.3,0.3
SSTGLMA G111.3052+01.9128,111.305206,1.912808,0.3,0.3,347.060025,62.431868,0.3,0.3
SSTGLMA G111.2703+01.9731,111.270336,1.973194,0.3,0.3,346.939872,62.473977,0.3,0.3
SSTGLMA G111.2645+01.9800,111.264516,1.980025,0.3,0.3,346.922523,62.478004,0.3,0.3
SSTGLMA G111.2971+01.9271,111.297171,1.927161,0.3,0.3,347.032,62.441984,0.3,0.3
SSTGLMA G111.2985+01.9135,111.298537,1.913497,0.3,0.3,347.046172,62.429919,0.3,0.3
SSTGLMA G111.2659+01.9559,111.265937,1.955947,0.3,0.3,346.945632,62.456378,0.3,0.3
SSTGLMA G111.5640+01.8963,111.564049,1.896333,0.3,0.3,347.590603,62.515955,0.3,0.3
SSTGLMA G111.5564+01.8941,111.556439,1.894128,0.3,0.3,347.577178,62.511024,0.3,0.3
SSTGLMA G111.5188+01.9320,111.518894,1.932075,0.3,0.3,347.470652,62.531809,0.3,0.3
SSTGLMA G111.4122+01.9813,111.412215,1.981319,0.3,0.3,347.216217,62.536388,0.3,0.3
SSTGLMA G114.6329+00.3001,114.632938,0.300156,0.3,0.3,354.946927,62.011905,0.3,0.3
SSTGLMA G111.4598+01.8950,111.459827,1.895017,0.3,0.3,347.383202,62.474992,0.3,0.3
SSTGLMA G111.4777+01.8962,111.477764,1.896197,0.3,0.3,347.418067,62.482944,0.3,0.3
SSTGLMA G111.2513+02.1153,111.251352,2.115361,0.3,0.3,346.781663,62.597457,0.3,0.3
SSTGLMA G111.3993+02.0699,111.399296,2.069911,0.3,0.3,347.116095,62.613125,0.3,0.3
SSTGLMA G114.5059+00.2495,114.505953,0.249547,0.3,0.3,354.716825,61.928278,0.3,0.3
SSTGLMA G111.2883+02.1283,111.288367,2.128372,0.3,0.3,346.844606,62.623897,0.3,0.3
SSTGLMA G114.5014+00.3688,114.501397,0.368839,0.3,0.3,354.636973,62.041612,0.3,0.3
SSTGLMA G110.7407+01.9231,110.74073,1.923147,0.3,0.3,345.935525,62.218283,0.3,0.3
SSTGLMA G114.4827+00.3266,114.482731,0.326678,0.3,0.3,354.62378,61.995921,0.3,0.3
SSTGLMA G111.3686+01.9096,111.368683,1.909608,0.3,0.3,347.189165,62.453446,0.3,0.3
SSTGLMA G111.3273+01.9567,111.327344,1.956697,0.3,0.3,347.067354,62.480901,0.3,0.3
SSTGLMA G111.3661+01.9554,111.3661,1.955486,0.3,0.3,347.145687,62.494771,0.3,0.3
SSTGLMA G111.8895+01.8672,111.889533,1.867244,0.3,0.3,348.268702,62.611095,0.3,0.3
SSTGLMA G114.6118+00.2050,114.611859,0.205072,0.3,0.3,354.959149,61.914682,0.3,0.3
SSTGLMA G114.6245+00.1917,114.624526,0.191703,0.3,0.3,354.992786,61.905284,0.3,0.3
SSTGLMA G114.6377+00.1758,114.637756,0.175872,0.3,0.3,355.028977,61.893662,0.3,0.3
SSTGLMA G114.6562+00.1547,114.656206,0.154794,0.3,0.3,355.078825,61.878401,0.3,0.3
SSTGLMA G111.8137+01.8749,111.813788,1.874942,0.3,0.3,348.109762,62.590104,0.3,0.3
SSTGLMA G114.6070+00.2189,114.607081,0.218897,0.3,0.3,354.941347,61.926671,0.3,0.3
SSTGLMA G114.5957+00.2298,114.595715,0.229819,0.3,0.3,354.911756,61.934061,0.3,0.3
SSTGLMA G114.5944+00.2082,114.594406,0.208272,0.3,0.3,354.921634,61.91298,0.3,0.3
SSTGLMA G114.5946+00.2206,114.594598,0.220603,0.3,0.3,354.914844,61.924892,0.3,0.3
SSTGLMA G114.5898+00.2271,114.589837,0.227156,0.3,0.3,354.901295,61.929887,0.3,0.3
SSTGLMA G111.8262+01.8819,111.826198,1.881917,0.3,0.3,348.129121,62.601199,0.3,0.3
SSTGLMA G114.5643+00.2693,114.564378,0.269297,0.3,0.3,354.824609,61.963403,0.3,0.3
SSTGLMA G114.5692+00.2607,114.56929,0.260736,0.3,0.3,354.83967,61.956526,0.3,0.3
SSTGLMA G114.5599+00.2682,114.559945,0.268206,0.3,0.3,354.816184,61.961133,0.3,0.3
SSTGLMA G111.8221+01.8780,111.822123,1.878017,0.3,0.3,348.124066,62.596062,0.3,0.3
SSTGLMA G113.0258+01.2243,113.025889,1.224308,0.3,0.3,351.061896,62.407241,0.3,0.3
SSTGLMA G114.6853+00.2095,114.685382,0.209517,0.3,0.3,355.106897,61.93899,0.3,0.3
SSTGLMA G111.8619+01.8761,111.861961,1.876189,0.3,0.3,348.205861,62.609178,0.3,0.3
SSTGLMA G111.8620+01.8838,111.862045,1.883839,0.3,0.3,348.199853,62.616311,0.3,0.3
SSTGLMA G111.8649+01.8778,111.86494,1.877819,0.3,0.3,348.210554,62.611797,0.3,0.3
SSTGLMA G114.6328+00.2351,114.632815,0.235097,0.3,0.3,354.984546,61.949292,0.3,0.3
SSTGLMA G114.5544+00.2975,114.554462,0.297497,0.3,0.3,354.787769,61.987775,0.3,0.3
SSTGLMA G114.5858+00.2956,114.585826,0.295631,0.3,0.3,354.853065,61.994625,0.3,0.3
SSTGLMA G114.5822+00.2584,114.58227,0.258397,0.3,0.3,354.867583,61.957849,0.3,0.3
SSTGLMA G114.5773+00.2577,114.577334,0.257714,0.3,0.3,354.857888,61.955835,0.3,0.3
SSTGLMA G114.5828+00.2678,114.582848,0.267831,0.3,0.3,354.863247,61.967078,0.3,0.3
SSTGLMA G114.5831+00.2774,114.583157,0.277492,0.3,0.3,354.858225,61.976451,0.3,0.3
SSTGLMA G114.5833+00.2790,114.583368,0.279011,0.3,0.3,354.857768,61.97797,0.3,0.3
SSTGLMA G114.5813+00.2834,114.581304,0.283481,0.3,0.3,354.850926,61.9817,0.3,0.3
SSTGLMA G114.6177+00.2240,114.617765,0.224061,0.3,0.3,354.960182,61.934562,0.3,0.3
SSTGLMA G114.6101+00.2178,114.610156,0.217883,0.3,0.3,354.948221,61.926538,0.3,0.3
SSTGLMA G114.6173+00.2161,114.617301,0.216161,0.3,0.3,354.963826,61.926836,0.3,0.3
SSTGLMA G114.6155+00.2468,114.615498,0.246875,0.3,0.3,354.942271,61.955885,0.3,0.3
SSTGLMA G114.5963+00.2381,114.596362,0.238183,0.3,0.3,354.908202,61.942281,0.3,0.3
SSTGLMA G114.5990+00.2386,114.598998,0.238606,0.3,0.3,354.913345,61.943411,0.3,0.3
SSTGLMA G114.6062+00.2453,114.606232,0.245381,0.3,0.3,354.924188,61.95191,0.3,0.3
SSTGLMA G114.6050+00.2411,114.605023,0.241103,0.3,0.3,354.924209,61.947464,0.3,0.3
SSTGLMA G114.6092+00.2284,114.609281,0.22845,0.3,0.3,354.940284,61.936462,0.3,0.3
SSTGLMA G114.6188+00.2332,114.618826,0.23325,0.3,0.3,354.957008,61.943691,0.3,0.3
SSTGLMA G114.6147+00.2322,114.614773,0.232289,0.3,0.3,354.949279,61.941657,0.3,0.3
SSTGLMA G114.5904+00.2659,114.59047,0.265972,0.3,0.3,354.879927,61.967385,0.3,0.3
SSTGLMA G113.1475+01.2168,113.147565,1.216803,0.3,0.3,351.315401,62.440141,0.3,0.3
SSTGLMA G111.0479+02.0508,111.047994,2.050808,0.3,0.3,346.431879,62.458068,0.3,0.3
SSTGLMA G111.0512+02.0301,111.05128,2.030106,0.3,0.3,346.45613,62.440361,0.3,0.3
SSTGLMA G111.0422+02.0300,111.04223,2.030025,0.3,0.3,346.438252,62.436704,0.3,0.3
SSTGLMA G111.0574+02.0044,111.057476,2.004406,0.3,0.3,346.490393,62.41921,0.3,0.3
SSTGLMA G111.6444+01.9628,111.644399,1.962819,0.3,0.3,347.697112,62.607936,0.3,0.3
SSTGLMA G111.6954+01.9614,111.695431,1.961425,0.3,0.3,347.800923,62.625919,0.3,0.3
SSTGLMA G110.9296+02.0869,110.929624,2.086922,0.3,0.3,346.166173,62.444089,0.3,0.3
SSTGLMA G110.9276+02.0820,110.92765,2.082022,0.3,0.3,346.166502,62.43881,0.3,0.3
SSTGLMA G110.8935+02.0855,110.893547,2.085569,0.3,0.3,346.095954,62.428409,0.3,0.3
SSTGLMA G110.9583+02.1195,110.958369,2.119561,0.3,0.3,346.194895,62.485492,0.3,0.3
SSTGLMA G111.8076+02.0346,111.807645,2.034644,0.3,0.3,347.96736,62.735933,0.3,0.3
SSTGLMA G110.9586+02.0736,110.958609,2.073675,0.3,0.3,346.235012,62.44352,0.3,0.3
SSTGLMA G110.9882+02.0735,110.988259,2.07355,0.3,0.3,346.29387,62.455219,0.3,0.3
SSTGLMA G111.0002+02.0984,111.00028,2.098411,0.3,0.3,346.296288,62.482808,0.3,0.3
SSTGLMA G110.9947+02.0977,110.994754,2.097717,0.3,0.3,346.285924,62.479971,0.3,0.3
SSTGLMA G110.9893+02.0897,110.989341,2.089753,0.3,0.3,346.282054,62.470512,0.3,0.3
SSTGLMA G110.9580+02.1291,110.95803,2.129139,0.3,0.3,346.185934,62.494136,0.3,0.3
SSTGLMA G110.9422+02.1474,110.942265,2.147433,0.3,0.3,346.138814,62.504598,0.3,0.3
SSTGLMA G110.9050+01.8969,110.905038,1.896936,0.3,0.3,346.281082,62.260092,0.3,0.3
SSTGLMA G110.8493+01.9348,110.849301,1.934842,0.3,0.3,346.138807,62.272593,0.3,0.3
SSTGLMA G110.1360+00.3494,110.13606,0.349475,0.3,0.3,346.100393,60.534339,0.3,0.3
SSTGLMA G110.9063+01.9957,110.906316,1.995758,0.3,0.3,346.198761,62.351216,0.3,0.3
SSTGLMA G114.2703+00.3156,114.270346,0.315597,0.3,0.3,354.196908,61.92547,0.3,0.3
SSTGLMA G110.2400+00.3961,110.240038,0.396106,0.3,0.3,346.256474,60.618636,0.3,0.3
SSTGLMA G110.9360+02.0656,110.936094,2.065653,0.3,0.3,346.197358,62.42718,0.3,0.3
SSTGLMA G110.9089+02.0574,110.908991,2.057397,0.3,0.3,346.150874,62.40878,0.3,0.3
SSTGLMA G110.9617+01.9785,110.961744,1.978517,0.3,0.3,346.323061,62.357492,0.3,0.3
