designation,l,b,dl,db,ra,dec,dra,ddec
SSTGLMA G183.3504-00.5336,183.350426,-0.533669,0.3,0.3,87.836859,25.790782,0.3,0.3
SSTGLMA G183.3254-00.5125,183.325439,-0.512528,0.3,0.3,87.842865,25.823063,0.3,0.3
SSTGLMA G183.3876-00.5008,183.387658,-0.500811,0.3,0.3,87.889349,25.775558,0.3,0.3
SSTGLMA G183.3906-00.5001,183.390647,-0.500106,0.3,0.3,87.891717,25.773348,0.3,0.3
SSTGLMA G183.3911-00.5053,183.391166,-0.505317,0.3,0.3,87.887036,25.770241,0.3,0.3
SSTGLMA G183.4002-00.5448,183.400256,-0.544814,0.3,0.3,87.854487,25.742254,0.3,0.3
SSTGLMA G183.3527-00.5710,183.352732,-0.571003,0.3,0.3,87.80253,25.76972,0.3,0.3
SSTGLMA G183.3506-00.5626,183.350596,-0.562644,0.3,0.3,87.809296,25.775829,0.3,0.3
SSTGLMA G183.3439-00.5617,183.343979,-0.561711,0.3,0.3,87.806431,25.781993,0.3,0.3
SSTGLMA G183.3667-00.5746,183.366788,-0.574631,0.3,0.3,87.807045,25.755786,0.3,0.3
SSTGLMA G183.3604-00.5748,183.360402,-0.5748,0.3,0.3,87.80326,25.761188,0.3,0.3
SSTGLMA G183.3585-00.5674,183.358546,-0.567464,0.3,0.3,87.809208,25.766532,0.3,0.3
SSTGLMA G183.3595-00.5457,183.359529,-0.545761,0.3,0.3,87.830481,25.776779,0.3,0.3
SSTGLMA G183.4060-00.5950,183.405999,-0.595017,0.3,0.3,87.809842,25.711665,0.3,0.3
SSTGLMA G183.4071-00.5958,183.40711,-0.595875,0.3,0.3,87.809653,25.710272,0.3,0.3
SSTGLMA G183.4057-00.5768,183.405726,-0.576878,0.3,0.3,87.826992,25.72117,0.3,0.3
SSTGLMA G183.4001-00.5632,183.400137,-0.563231,0.3,0.3,87.836844,25.732948,0.3,0.3
SSTGLMA G183.3920-00.5576,183.392037,-0.557619,0.3,0.3,87.837605,25.742778,0.3,0.3
SSTGLMA G183.2996-00.6213,183.299619,-0.621394,0.3,0.3,87.724277,25.789587,0.3,0.3
SSTGLMA G183.3353-00.5768,183.335356,-0.576892,0.3,0.3,87.787046,25.781643,0.3,0.3
SSTGLMA G183.3187-00.5828,183.318755,-0.582817,0.3,0.3,87.771964,25.792879,0.3,0.3
SSTGLMA G183.3217-00.5860,183.321767,-0.586028,0.3,0.3,87.77061,25.788649,0.3,0.3
SSTGLMA G183.4071-00.6036,183.407172,-0.603672,0.3,0.3,87.802251,25.706233,0.3,0.3
SSTGLMA G183.3735-00.5869,183.373575,-0.586903,0.3,0.3,87.799186,25.743679,0.3,0.3
SSTGLMA G183.3747-00.5892,183.374786,-0.58925,0.3,0.3,87.797634,25.741439,0.3,0.3
SSTGLMA G183.3366-00.5770,183.33664,-0.577061,0.3,0.3,87.787613,25.780453,0.3,0.3
SSTGLMA G183.3465-00.5720,183.346585,-0.572036,0.3,0.3,87.798055,25.774475,0.3,0.3
SSTGLMA G183.3384-00.5773,183.338493,-0.577347,0.3,0.3,87.788392,25.778714,0.3,0.3
SSTGLMA G183.3433-00.6100,183.343385,-0.610081,0.3,0.3,87.759933,25.757771,0.3,0.3
SSTGLMA G183.3471-00.6009,183.347121,-0.60095,0.3,0.3,87.770767,25.759231,0.3,0.3
SSTGLMA G183.3537-00.5735,183.353718,-0.573497,0.3,0.3,87.80071,25.767598,0.3,0.3
SSTGLMA G183.3600-00.5793,183.360085,-0.579342,0.3,0.3,87.798745,25.759138,0.3,0.3
SSTGLMA G183.3576-00.5872,183.357649,-0.587233,0.3,0.3,87.789833,25.757198,0.3,0.3
SSTGLMA G183.3536-00.5828,183.35361,-0.582889,0.3,0.3,87.791685,25.76289,0.3,0.3
SSTGLMA G181.9790+01.1055,181.979084,1.105533,0.3,0.3,88.637588,27.804892,0.3,0.3
SSTGLMA G183.3637-00.6027,183.36373,-0.602728,0.3,0.3,87.7785,25.744049,0.3,0.3
SSTGLMA G183.5169-01.0313,183.516942,-1.031372,0.3,0.3,87.457442,25.39287,0.3,0.3
SSTGLMA G183.4584-01.0676,183.458482,-1.067628,0.3,0.3,87.389767,25.4244,0.3,0.3
SSTGLMA G182.1885+01.1086,182.188557,1.108675,0.3,0.3,88.760128,27.625715,0.3,0.3
SSTGLMA G183.6175-01.1462,183.617543,-1.146253,0.3,0.3,87.40553,25.247568,0.3,0.3
SSTGLMA G182.6291+00.3751,182.629125,0.375186,0.3,0.3,88.299485,26.87447,0.3,0.3
SSTGLMA G182.6623+00.2686,182.66236,0.268647,0.3,0.3,88.215582,26.791707,0.3,0.3
SSTGLMA G180.4722-00.1215,180.472285,-0.121558,0.3,0.3,86.56689,28.469628,0.3,0.3
SSTGLMA G184.7326-01.3735,184.732676,-1.373517,0.3,0.3,87.81926,24.173642,0.3,0.3
SSTGLMA G182.6562-00.1783,182.656265,-0.178339,0.3,0.3,87.781778,26.569021,0.3,0.3
SSTGLMA G180.7642-00.1734,180.764228,-0.173408,0.3,0.3,86.688832,28.193227,0.3,0.3
SSTGLMA G184.6071+00.6669,184.607188,0.666928,0.3,0.3,89.688867,25.312179,0.3,0.3
SSTGLMA G182.9877+00.1387,182.987739,0.138708,0.3,0.3,88.275396,26.445448,0.3,0.3
SSTGLMA G182.8580-00.1584,182.858084,-0.158403,0.3,0.3,87.916133,26.405719,0.3,0.3
SSTGLMA G180.6643+00.0587,180.66437,0.058758,0.3,0.3,86.855517,28.398974,0.3,0.3
SSTGLMA G182.9988-00.2073,182.998845,-0.207331,0.3,0.3,87.949341,26.2597,0.3,0.3
SSTGLMA G184.6873+00.1206,184.687339,0.120603,0.3,0.3,89.210703,24.969363,0.3,0.3
SSTGLMA G184.5889+00.3342,184.588927,0.334261,0.3,0.3,89.360275,25.16166,0.3,0.3
SSTGLMA G184.6128+00.3010,184.612874,0.301031,0.3,0.3,89.341765,25.124285,0.3,0.3
SSTGLMA G182.7380-00.5438,182.738026,-0.543861,0.3,0.3,87.478003,26.311519,0.3,0.3
SSTGLMA G184.7073+00.3213,184.707392,0.321367,0.3,0.3,89.413479,25.05267,0.3,0.3
SSTGLMA G184.6650+00.3640,184.665078,0.364058,0.3,0.3,89.430891,25.110672,0.3,0.3
SSTGLMA G183.2001-00.6581,183.200122,-0.658142,0.3,0.3,87.632619,25.856233,0.3,0.3
SSTGLMA G181.3697-00.2502,181.369711,-0.250283,0.3,0.3,86.969346,27.635488,0.3,0.3
SSTGLMA G184.5926+00.9662,184.592674,0.966214,0.3,0.3,89.96815,25.473819,0.3,0.3
SSTGLMA G181.2072+00.8315,181.207269,0.831581,0.3,0.3,87.926003,28.330562,0.3,0.3
SSTGLMA G180.9340+00.4848,180.934067,0.4848,0.3,0.3,87.428553,28.387668,0.3,0.3
SSTGLMA G184.1605-00.3590,184.160573,-0.359069,0.3,0.3,88.460067,25.182249,0.3,0.3
SSTGLMA G184.1791-00.1869,184.179119,-0.186956,0.3,0.3,88.634507,25.253391,0.3,0.3
SSTGLMA G184.8864-00.6417,184.886409,-0.641708,0.3,0.3,88.596429,24.413251,0.3,0.3
SSTGLMA G184.2481+00.6122,184.248113,0.612272,0.3,0.3,89.437719,25.595872,0.3,0.3
SSTGLMA G181.2268+00.3874,181.226827,0.387472,0.3,0.3,87.504391,28.086483,0.3,0.3
SSTGLMA G184.2751+00.7920,184.275194,0.792017,0.3,0.3,89.625394,25.662275,0.3,0.3
SSTGLMA G184.6494-00.3199,184.649491,-0.319931,0.3,0.3,88.770137,24.780293,0.3,0.3
SSTGLMA G181.1448+00.5488,181.144804,0.548825,0.3,0.3,87.613796,28.239647,0.3,0.3
SSTGLMA G181.1762+00.4832,181.176216,0.483214,0.3,0.3,87.568141,28.179043,0.3,0.3
SSTGLMA G181.1806+00.4897,181.180605,0.489753,0.3,0.3,87.577063,28.178628,0.3,0.3
SSTGLMA G181.1890+00.4832,181.189058,0.483264,0.3,0.3,87.575659,28.168044,0.3,0.3
SSTGLMA G181.1797+00.4824,181.179727,0.48245,0.3,0.3,87.569439,28.175637,0.3,0.3
SSTGLMA G181.1854+00.4776,181.185435,0.477608,0.3,0.3,87.568044,28.168254,0.3,0.3
SSTGLMA G181.1849+00.4797,181.184919,0.479725,0.3,0.3,87.569806,28.169782,0.3,0.3
SSTGLMA G184.6864-00.4345,184.68643,-0.434581,0.3,0.3,88.681733,24.690504,0.3,0.3
SSTGLMA G184.6892-00.6668,184.689288,-0.666883,0.3,0.3,88.462908,24.570482,0.3,0.3
SSTGLMA G180.9469+00.4452,180.946901,0.445272,0.3,0.3,87.397509,28.356346,0.3,0.3
SSTGLMA G180.9164+00.3828,180.91648,0.382833,0.3,0.3,87.318882,28.350326,0.3,0.3
SSTGLMA G180.8979+00.2274,180.897987,0.227483,0.3,0.3,87.156806,28.286154,0.3,0.3
SSTGLMA G184.3848-00.3382,184.384809,-0.338281,0.3,0.3,88.605232,24.999414,0.3,0.3
SSTGLMA G184.6043-00.0607,184.604386,-0.060717,0.3,0.3,88.991816,24.94992,0.3,0.3
SSTGLMA G183.7808+00.3322,183.780846,0.332233,0.3,0.3,88.908427,25.859287,0.3,0.3
SSTGLMA G182.6931-01.2172,182.693177,-1.2172,0.3,0.3,86.809486,26.002757,0.3,0.3
SSTGLMA G182.6841-00.9106,182.684165,-0.910636,0.3,0.3,87.096502,26.168927,0.3,0.3
SSTGLMA G184.7248-00.8368,184.724847,-0.836881,0.3,0.3,88.321704,24.453619,0.3,0.3
SSTGLMA G182.3472-01.1770,182.347228,-1.177014,0.3,0.3,86.648005,26.319358,0.3,0.3
SSTGLMA G183.8824+00.1200,183.882442,0.120042,0.3,0.3,88.761888,25.664532,0.3,0.3
SSTGLMA G184.8489-01.0964,184.848952,-1.096456,0.3,0.3,88.145543,24.214844,0.3,0.3
SSTGLMA G182.3751-00.9826,182.375132,-0.982642,0.3,0.3,86.849654,26.396246,0.3,0.3
SSTGLMA G183.9223+00.6732,183.922384,0.673267,0.3,0.3,89.3152,25.908329,0.3,0.3
SSTGLMA G182.4850-00.8961,182.485088,-0.896189,0.3,0.3,86.995704,26.346856,0.3,0.3
SSTGLMA G183.8244+00.6599,183.824408,0.659953,0.3,0.3,89.247753,25.986413,0.3,0.3
SSTGLMA G182.3834+00.1763,182.383455,0.176369,0.3,0.3,87.967281,26.984732,0.3,0.3
SSTGLMA G184.5528-01.1517,184.552816,-1.151747,0.3,0.3,87.927809,24.441466,0.3,0.3
SSTGLMA G182.4368+00.2528,182.436875,0.252861,0.3,0.3,88.071684,26.977769,0.3,0.3
SSTGLMA G182.4448+00.2505,182.444817,0.250553,0.3,0.3,88.073995,26.969759,0.3,0.3
SSTGLMA G182.4190+00.2382,182.419039,0.238236,0.3,0.3,88.047365,26.985664,0.3,0.3
SSTGLMA G182.4294+00.2359,182.42945,0.235981,0.3,0.3,88.051141,26.975558,0.3,0.3
SSTGLMA G182.4242+00.2297,182.424255,0.229772,0.3,0.3,88.042175,26.976863,0.3,0.3
SSTGLMA G182.4293+00.2504,182.429375,0.250461,0.3,0.3,88.065079,26.983,0.3,0.3
SSTGLMA G182.4288+00.2473,182.428842,0.247308,0.3,0.3,88.061729,26.981852,0.3,0.3
SSTGLMA G182.4259+00.2467,182.425981,0.246786,0.3,0.3,88.05959,26.984048,0.3,0.3
SSTGLMA G182.4230+00.2393,182.423014,0.239378,0.3,0.3,88.05074,26.982826,0.3,0.3
SSTGLMA G182.4231+00.2355,182.423133,0.235578,0.3,0.3,88.047139,26.980787,0.3,0.3
SSTGLMA G182.4248+00.2383,182.424881,0.238378,0.3,0.3,88.050842,26.98071,0.3,0.3
SSTGLMA G182.4452+00.2259,182.445222,0.225953,0.3,0.3,88.050477,26.956877,0.3,0.3
SSTGLMA G182.4434+00.2389,182.443467,0.2389,0.3,0.3,88.061972,26.964984,0.3,0.3
SSTGLMA G182.4460+00.1956,182.446091,0.195619,0.3,0.3,88.021696,26.940669,0.3,0.3
SSTGLMA G182.4516+00.1968,182.451686,0.196828,0.3,0.3,88.026062,26.936472,0.3,0.3
SSTGLMA G182.4231+00.1935,182.423144,0.193528,0.3,0.3,88.006554,26.959344,0.3,0.3
SSTGLMA G182.4207+00.2304,182.420744,0.230417,0.3,0.3,88.04079,26.980213,0.3,0.3
SSTGLMA G182.4324+00.2229,182.432464,0.222939,0.3,0.3,88.040273,26.966318,0.3,0.3
SSTGLMA G182.4266+00.2144,182.426619,0.214469,0.3,0.3,88.028754,26.96703,0.3,0.3
SSTGLMA G184.0348+00.9753,184.034886,0.975319,0.3,0.3,89.668616,25.961974,0.3,0.3
SSTGLMA G183.9775+01.0423,183.97754,1.042381,0.3,0.3,89.701462,26.045121,0.3,0.3
SSTGLMA G184.1490+00.8103,184.149035,0.810392,0.3,0.3,89.573131,25.780738,0.3,0.3
SSTGLMA G183.8557-00.3782,183.855767,-0.378267,0.3,0.3,88.270675,25.435147,0.3,0.3
SSTGLMA G183.8794-00.4587,183.879458,-0.458742,0.3,0.3,88.207281,25.373841,0.3,0.3
SSTGLMA G183.6680-00.1729,183.66804,-0.172911,0.3,0.3,88.361117,25.701146,0.3,0.3
SSTGLMA G182.4292-00.2906,182.429228,-0.290622,0.3,0.3,87.543797,26.706506,0.3,0.3
SSTGLMA G183.6222-00.1288,183.622245,-0.128819,0.3,0.3,88.377496,25.762981,0.3,0.3
SSTGLMA G183.6410-00.1377,183.641067,-0.137756,0.3,0.3,88.379548,25.742227,0.3,0.3
SSTGLMA G184.2677-00.6048,184.267792,-0.604808,0.3,0.3,88.286334,24.965177,0.3,0.3
SSTGLMA G182.4636-00.0244,182.463663,-0.024458,0.3,0.3,87.819587,26.813221,0.3,0.3
SSTGLMA G184.1829-00.5999,184.182987,-0.599903,0.3,0.3,88.243456,25.040709,0.3,0.3
SSTGLMA G181.7100-00.7893,181.710076,-0.789314,0.3,0.3,86.648788,27.065114,0.3,0.3
SSTGLMA G184.1687-00.7732,184.168717,-0.773225,0.3,0.3,88.070802,24.964814,0.3,0.3
SSTGLMA G184.1959-00.8071,184.195956,-0.807117,0.3,0.3,88.053936,24.924112,0.3,0.3
SSTGLMA G181.9815-00.8906,181.981576,-0.890633,0.3,0.3,86.709643,26.780478,0.3,0.3
SSTGLMA G182.0647-00.3163,182.064733,-0.316342,0.3,0.3,87.309147,27.00599,0.3,0.3
SSTGLMA G182.0543-00.3154,182.054305,-0.3154,0.3,0.3,87.30403,27.015416,0.3,0.3
SSTGLMA G182.0574-00.2980,182.057463,-0.298022,0.3,0.3,87.32258,27.02165,0.3,0.3
SSTGLMA G184.0684-01.3948,184.068402,-1.394819,0.3,0.3,87.425603,24.733148,0.3,0.3
SSTGLMA G182.0910-00.5759,182.09104,-0.575919,0.3,0.3,87.074859,26.84966,0.3,0.3
SSTGLMA G182.0897-00.5865,182.089712,-0.586506,0.3,0.3,87.063928,26.845332,0.3,0.3
SSTGLMA G182.0360-00.5753,182.036067,-0.575356,0.3,0.3,87.043582,26.897027,0.3,0.3
SSTGLMA G182.0311-00.5768,182.031126,-0.576803,0.3,0.3,87.039332,26.900511,0.3,0.3
SSTGLMA G182.0889-00.5045,182.088907,-0.504594,0.3,0.3,87.142117,26.888288,0.3,0.3
SSTGLMA G183.4948+01.2475,183.494826,1.247561,0.3,0.3,89.631246,26.565752,0.3,0.3
SSTGLMA G182.0194-00.5801,182.019467,-0.580158,0.3,0.3,87.029358,26.908761,0.3,0.3
SSTGLMA G182.0119-00.5825,182.011964,-0.582508,0.3,0.3,87.022755,26.913971,0.3,0.3
SSTGLMA G182.0329-00.5854,182.032915,-0.585403,0.3,0.3,87.03211,26.894537,0.3,0.3
SSTGLMA G181.9416-00.7564,181.941625,-0.756453,0.3,0.3,86.815033,26.884189,0.3,0.3
SSTGLMA G181.9870-00.6654,181.987011,-0.665481,0.3,0.3,86.928643,26.892444,0.3,0.3
SSTGLMA G181.9427-00.6980,181.942769,-0.698003,0.3,0.3,86.871768,26.913475,0.3,0.3
SSTGLMA G183.2291+01.1028,183.229168,1.102844,0.3,0.3,89.342452,26.723418,0.3,0.3
SSTGLMA G182.1685-00.3324,182.168503,-0.332478,0.3,0.3,87.353515,26.908705,0.3,0.3
SSTGLMA G182.1712-00.3326,182.171261,-0.332617,0.3,0.3,87.354972,26.906269,0.3,0.3
SSTGLMA G182.1384-00.2880,182.138464,-0.288031,0.3,0.3,87.378948,26.957324,0.3,0.3
SSTGLMA G182.1685-00.4624,182.168588,-0.462483,0.3,0.3,87.228607,26.841716,0.3,0.3
SSTGLMA G182.1488-00.4535,182.148881,-0.453536,0.3,0.3,87.225824,26.863215,0.3,0.3
SSTGLMA G182.1413-00.4683,182.141362,-0.468367,0.3,0.3,87.207233,26.862018,0.3,0.3
SSTGLMA G182.1757-00.4772,182.175705,-0.477236,0.3,0.3,87.218546,26.828016,0.3,0.3
SSTGLMA G182.1770-00.4764,182.177071,-0.476411,0.3,0.3,87.220127,26.82727,0.3,0.3
SSTGLMA G182.1631-00.4938,182.163188,-0.493889,0.3,0.3,87.195324,26.830161,0.3,0.3
SSTGLMA G182.2948-00.3210,182.294883,-0.321011,0.3,0.3,87.437354,26.806195,0.3,0.3
SSTGLMA G182.2752-00.3327,182.275199,-0.332767,0.3,0.3,87.414722,26.817041,0.3,0.3
SSTGLMA G182.2215-00.4201,182.221558,-0.420133,0.3,0.3,87.299855,26.818115,0.3,0.3
SSTGLMA G182.1899-00.3239,182.189948,-0.323983,0.3,0.3,87.37405,26.894682,0.3,0.3
SSTGLMA G182.1727-00.3361,182.172742,-0.336139,0.3,0.3,87.352439,26.903187,0.3,0.3
SSTGLMA G182.1900-00.3581,182.190059,-0.358119,0.3,0.3,87.341291,26.877031,0.3,0.3
SSTGLMA G182.1917-00.4245,182.191763,-0.424553,0.3,0.3,87.278422,26.841384,0.3,0.3
SSTGLMA G182.2041-00.3760,182.204132,-0.376044,0.3,0.3,87.332174,26.855743,0.3,0.3
SSTGLMA G182.1978-00.3806,182.197843,-0.380681,0.3,0.3,87.324091,26.85875,0.3,0.3
SSTGLMA G182.1989-00.3872,182.198988,-0.387206,0.3,0.3,87.318479,26.854411,0.3,0.3
SSTGLMA G183.3727+01.1775,183.372767,1.177547,0.3,0.3,89.495242,26.6365,0.3,0.3
SSTGLMA G182.3107-00.9141,182.310695,-0.914164,0.3,0.3,86.877852,26.486815,0.3,0.3
SSTGLMA G184.2859-01.1577,184.285976,-1.157711,0.3,0.3,87.772397,24.667803,0.3,0.3
SSTGLMA G182.7978+00.4493,182.797875,0.449322,0.3,0.3,88.467001,26.766664,0.3,0.3
SSTGLMA G180.0871-00.1909,180.087109,-0.190958,0.3,0.3,86.270839,28.762262,0.3,0.3
SSTGLMA G181.5581-00.3670,181.558171,-0.367067,0.3,0.3,86.966489,27.413794,0.3,0.3
SSTGLMA G181.5579-00.3804,181.557912,-0.380422,0.3,0.3,86.953461,27.40711,0.3,0.3
SSTGLMA G182.0677-00.1846,182.067742,-0.184653,0.3,0.3,87.437691,27.07112,0.3,0.3
SSTGLMA G182.0663-00.1777,182.066328,-0.177767,0.3,0.3,87.443511,27.075871,0.3,0.3
SSTGLMA G182.0680-00.1765,182.068017,-0.1765,0.3,0.3,87.445706,27.075072,0.3,0.3
SSTGLMA G182.0266-00.1476,182.026694,-0.147625,0.3,0.3,87.449692,27.125359,0.3,0.3
SSTGLMA G182.0259-00.1633,182.025925,-0.163322,0.3,0.3,87.434116,27.117955,0.3,0.3
SSTGLMA G182.0226-00.1449,182.022694,-0.144983,0.3,0.3,87.44993,27.130148,0.3,0.3
SSTGLMA G182.0301-00.2044,182.030167,-0.204481,0.3,0.3,87.3969,27.093165,0.3,0.3
SSTGLMA G182.0308-00.2077,182.030806,-0.207769,0.3,0.3,87.394101,27.090927,0.3,0.3
SSTGLMA G182.0284-00.2054,182.028445,-0.205472,0.3,0.3,87.394951,27.094133,0.3,0.3
SSTGLMA G181.8768-00.1301,181.876803,-0.130183,0.3,0.3,87.379913,27.262906,0.3,0.3
SSTGLMA G181.9312-00.2831,181.931225,-0.283103,0.3,0.3,87.263968,27.137559,0.3,0.3
SSTGLMA G180.6520+00.4208,180.652057,0.420817,0.3,0.3,87.201029,28.59655,0.3,0.3
SSTGLMA G181.5049-00.0324,181.504969,-0.032469,0.3,0.3,87.258725,27.632016,0.3,0.3
SSTGLMA G181.5241-00.0966,181.524186,-0.096664,0.3,0.3,87.207806,27.582475,0.3,0.3
SSTGLMA G180.4739+00.7162,180.473918,0.71625,0.3,0.3,87.385374,28.901328,0.3,0.3
SSTGLMA G182.4107+00.2888,182.410711,0.288883,0.3,0.3,88.091518,27.018632,0.3,0.3
SSTGLMA G182.4114+00.2781,182.411478,0.278175,0.3,0.3,88.081612,27.012518,0.3,0.3
SSTGLMA G182.4142+00.2372,182.414253,0.237292,0.3,0.3,88.043716,26.989301,0.3,0.3
SSTGLMA G182.4221+00.2554,182.42212,0.255461,0.3,0.3,88.065759,26.99179,0.3,0.3
SSTGLMA G182.3882+00.2789,182.388239,0.278911,0.3,0.3,88.069035,27.032891,0.3,0.3
SSTGLMA G182.4016+00.2396,182.401683,0.239694,0.3,0.3,88.038846,27.00134,0.3,0.3
SSTGLMA G182.3913+00.2435,182.391372,0.243514,0.3,0.3,88.036637,27.012159,0.3,0.3
SSTGLMA G182.3889+00.2453,182.38895,0.245325,0.3,0.3,88.037001,27.015165,0.3,0.3
SSTGLMA G182.3948+00.2444,182.394866,0.244425,0.3,0.3,88.039516,27.009617,0.3,0.3
SSTGLMA G182.3791+00.2561,182.379158,0.256136,0.3,0.3,88.04184,27.0291,0.3,0.3
SSTGLMA G182.3901+00.2559,182.390103,0.255956,0.3,0.3,88.047928,27.019591,0.3,0.3
SSTGLMA G182.3912+00.2569,182.391203,0.256911,0.3,0.3,88.049479,27.019131,0.3,0.3
SSTGLMA G182.3891+00.2516,182.389141,0.251628,0.3,0.3,88.043197,27.018213,0.3,0.3
SSTGLMA G182.3875+00.2526,182.387566,0.252694,0.3,0.3,88.043326,27.020112,0.3,0.3
SSTGLMA G182.3895+00.2542,182.389575,0.254258,0.3,0.3,88.045986,27.01918,0.3,0.3
SSTGLMA G182.3870+00.2551,182.387,0.255167,0.3,0.3,88.045391,27.021859,0.3,0.3
SSTGLMA G182.4116+00.2419,182.411667,0.2419,0.3,0.3,88.046687,26.993875,0.3,0.3
SSTGLMA G182.3949+00.2465,182.394911,0.246519,0.3,0.3,88.041564,27.010645,0.3,0.3
SSTGLMA G182.4039+00.2411,182.403961,0.241136,0.3,0.3,88.041542,27.000115,0.3,0.3
SSTGLMA G182.4033+00.2432,182.403358,0.243219,0.3,0.3,88.043208,27.001696,0.3,0.3
SSTGLMA G182.3991+00.2499,182.399169,0.249908,0.3,0.3,88.047272,27.008709,0.3,0.3
SSTGLMA G182.3996+00.2465,182.399669,0.246553,0.3,0.3,88.044318,27.006569,0.3,0.3
SSTGLMA G182.4031+00.2495,182.403144,0.249517,0.3,0.3,88.049168,27.005089,0.3,0.3
SSTGLMA G182.3988+00.2744,182.398872,0.274431,0.3,0.3,88.070788,27.021459,0.3,0.3
SSTGLMA G182.3957+00.2479,182.395741,0.247903,0.3,0.3,88.043375,27.010636,0.3,0.3
SSTGLMA G182.3966+00.2540,182.396672,0.254072,0.3,0.3,88.049865,27.012979,0.3,0.3
SSTGLMA G182.3982+00.2662,182.398211,0.266222,0.3,0.3,88.062481,27.017846,0.3,0.3
SSTGLMA G182.3391+00.2393,182.339127,0.239317,0.3,0.3,88.002684,27.054966,0.3,0.3
SSTGLMA G182.3382+00.2322,182.338266,0.232206,0.3,0.3,87.995323,27.05208,0.3,0.3
SSTGLMA G182.3378+00.2684,182.337816,0.268453,0.3,0.3,88.030081,27.070947,0.3,0.3
SSTGLMA G182.3380+00.2478,182.338044,0.247817,0.3,0.3,88.010275,27.060231,0.3,0.3
SSTGLMA G182.3335+00.2478,182.333521,0.247825,0.3,0.3,88.007693,27.064126,0.3,0.3
SSTGLMA G182.3455+00.2463,182.345563,0.246314,0.3,0.3,88.013127,27.052997,0.3,0.3
SSTGLMA G182.3605+00.2509,182.360555,0.250964,0.3,0.3,88.0262,27.042469,0.3,0.3
SSTGLMA G182.3464+00.2587,182.346455,0.258756,0.3,0.3,88.025657,27.058572,0.3,0.3
SSTGLMA G182.3539+00.2636,182.353916,0.263689,0.3,0.3,88.034693,27.054667,0.3,0.3
SSTGLMA G182.3537+00.2587,182.353758,0.258706,0.3,0.3,88.029789,27.052263,0.3,0.3
SSTGLMA G182.3541+00.2618,182.354169,0.261892,0.3,0.3,88.033102,27.053533,0.3,0.3
SSTGLMA G182.3451+00.2526,182.345152,0.252611,0.3,0.3,88.018975,27.05656,0.3,0.3
SSTGLMA G182.3590+00.4205,182.359064,0.420525,0.3,0.3,88.189261,27.130088,0.3,0.3
SSTGLMA G182.0515+00.6904,182.051566,0.690453,0.3,0.3,88.274998,27.53209,0.3,0.3
SSTGLMA G181.1910+01.0989,181.191013,1.098906,0.3,0.3,88.178128,28.480714,0.3,0.3
SSTGLMA G182.0547+00.4395,182.054715,0.439528,0.3,0.3,88.033344,27.401705,0.3,0.3
SSTGLMA G182.0530+00.4014,182.05307,0.401486,0.3,0.3,87.995539,27.383728,0.3,0.3
SSTGLMA G182.0532+00.4057,182.053256,0.405747,0.3,0.3,87.999774,27.38574,0.3,0.3
SSTGLMA G182.0571+00.4040,182.057192,0.404017,0.3,0.3,88.000358,27.381472,0.3,0.3
SSTGLMA G182.0372+00.4212,182.037231,0.421203,0.3,0.3,88.005547,27.407406,0.3,0.3
SSTGLMA G182.0427+00.4331,182.042734,0.433136,0.3,0.3,88.020271,27.408755,0.3,0.3
SSTGLMA G182.0402+00.4281,182.040212,0.428147,0.3,0.3,88.013988,27.408382,0.3,0.3
SSTGLMA G182.0501+00.4214,182.050129,0.421481,0.3,0.3,88.013223,27.396452,0.3,0.3
SSTGLMA G182.0436+00.4259,182.043623,0.425967,0.3,0.3,88.013834,27.404336,0.3,0.3
SSTGLMA G182.0449+00.4269,182.044987,0.426942,0.3,0.3,88.015562,27.403659,0.3,0.3
SSTGLMA G182.0771+00.6154,182.077157,0.6154,0.3,0.3,88.216783,27.471911,0.3,0.3
SSTGLMA G182.1839-00.0228,182.183963,-0.022836,0.3,0.3,87.660623,27.054364,0.3,0.3
SSTGLMA G182.2340+00.0184,182.234058,0.018411,0.3,0.3,87.7292,27.03245,0.3,0.3
SSTGLMA G182.1585+00.0571,182.158594,0.057133,0.3,0.3,87.723188,27.1171,0.3,0.3
SSTGLMA G182.0901+00.2616,182.090157,0.261664,0.3,0.3,87.881485,27.280482,0.3,0.3
SSTGLMA G182.0843+00.2642,182.084335,0.264236,0.3,0.3,87.880628,27.286801,0.3,0.3
SSTGLMA G182.0880+00.2689,182.088079,0.268931,0.3,0.3,87.887321,27.285979,0.3,0.3
SSTGLMA G182.0941+00.2851,182.094177,0.285172,0.3,0.3,87.906538,27.289029,0.3,0.3
SSTGLMA G182.1760+00.2422,182.176011,0.242239,0.3,0.3,87.912004,27.196745,0.3,0.3
SSTGLMA G181.7551+00.6662,181.755176,0.666281,0.3,0.3,88.081322,27.774967,0.3,0.3
SSTGLMA G181.5353+00.7091,181.535361,0.709153,0.3,0.3,87.996349,27.985936,0.3,0.3
SSTGLMA G181.6037+00.6728,181.603721,0.672836,0.3,0.3,88.000431,27.908617,0.3,0.3
SSTGLMA G182.0053+00.3089,182.005307,0.308936,0.3,0.3,87.878457,27.377573,0.3,0.3
SSTGLMA G181.9318+00.3685,181.931814,0.368508,0.3,0.3,87.89388,27.471181,0.3,0.3
SSTGLMA G181.9275+00.3538,181.927517,0.353872,0.3,0.3,87.877224,27.467402,0.3,0.3
