SPICY,ra,dec,l,b,GaiaDR2,source_id,parallax
110610,307.167544,40.646223,79.174612,1.091536,2067420033060930176,2067420033060930176,
110508,307.066193,40.595682,79.088632,1.124439,2067421093916525312,2067421093916525312,0.40179490927145894
110498,307.061113,40.642227,79.124178,1.154742,2067421510532071552,2067421510532071552,0.556649739
110398,306.966477,40.611526,79.05733,1.195172,2067421819769731968,2067421819769731968,
110452,307.014476,40.642733,79.103935,1.183775,2067422193429024000,2067422193429024000,1.7595737867039327
110545,307.09969,40.637085,79.1371,1.127975,2067422743184004224,2067422743184004224,0.40812849588840056
110497,307.06077,40.678868,79.153782,1.176342,2067423086781429248,2067423086781429248,0.16045229481078344
110681,307.245886,40.816165,79.347199,1.142817,2067430031747355648,2067430031747355648,0.5631063706209237
110726,307.279586,40.947428,79.468551,1.199022,2067433188549251968,2067433188549251968,
109013,305.888001,39.55881,77.721057,1.259792,2067434631656714496,2067434631656714496,
109025,305.903366,39.559078,77.728072,1.250242,2067434670313049088,2067434670313049088,0.05470944
108919,305.792689,39.539789,77.663343,1.309125,2067435078332307712,2067435078332307712,0.8199170433752694
108953,305.821734,39.57324,77.7036,1.309925,2067435250131014784,2067435250131014784,0.8129623449759735
108971,305.834431,39.573442,77.709374,1.302019,2067435254428631424,2067435254428631424,0.205250547
108933,305.806036,39.569642,77.693718,1.317783,2067435288788377856,2067435288788377856,1.162540646337819
108988,305.847023,39.590006,77.728515,1.303556,2067435662447883008,2067435662447883008,0.3045761403999984
108947,305.81881,39.592643,77.718218,1.322886,2067435701099751936,2067435701099751936,
108998,305.864221,39.626332,77.765886,1.313517,2067435872903926400,2067435872903926400,-2.262219086
109068,305.959574,39.576317,77.767062,1.224647,2067435937326597376,2067435937326597376,
109044,305.928171,39.651489,77.81475,1.2876,2067437242996880000,2067437242996880000,0.10827928598683247
109008,305.88243,39.625309,77.77309,1.301439,2067437281647676928,2067437281647676928,0.4952061808383915
109019,305.895687,39.658003,77.805738,1.311822,2067437419086646912,2067437419086646912,0.9038751146827586
109070,305.960453,39.718534,77.88393,1.305731,2067437998910934912,2067437998910934912,-4.714041733
108911,305.788802,39.600108,77.711094,1.346117,2067438312445370624,2067438312445370624,-1.070213277
108884,305.762861,39.623905,77.719171,1.376125,2067438587323292416,2067438587323292416,0.9838735874056428
108936,305.807469,39.647143,77.757901,1.361261,2067438960983314176,2067438960983314176,0.5239867693737311
108865,305.73767,39.646422,77.72654,1.404919,2067439407660370176,2067439407660370176,
108831,305.705383,39.631125,77.699764,1.416567,2067439476379842176,2067439476379842176,-0.474567284
108858,305.733241,39.679561,77.751779,1.426672,2067439721194679808,2067439721194679808,0.8186593357575632
108994,305.854007,39.651402,77.781927,1.334331,2067440301013584000,2067440301013584000,0.9388147946316274
109033,305.912924,39.728045,77.87074,1.341128,2067440953848199936,2067440953848199936,1.4904599141874517
109006,305.874289,39.78829,77.903075,1.400006,2067442156438703104,2067442156438703104,0.7446768946433282
109155,306.041275,39.679396,77.887612,1.232347,2067442603115607936,2067442603115607936,0.43479911347397315
109137,306.021003,39.697078,77.89312,1.255275,2067442813565457664,2067442813565457664,0.9197149833091212
109156,306.042191,39.718773,77.920248,1.254403,2067442946713546112,2067442946713546112,0.045199711
109095,305.983809,39.732302,77.905522,1.298928,2067443702627780864,2067443702627780864,1.2654975465262932
109081,305.97166,39.721194,77.891059,1.3002,2067443874426471168,2067443874426471168,0.007977984
109069,305.96007,39.735317,77.897507,1.315606,2067443943145945728,2067443943145945728,-0.38772634
109163,306.050019,39.776591,77.971033,1.282711,2067444286742455680,2067444286742455680,1.6029954572499103
109166,306.052636,39.808226,77.998082,1.29925,2067444394119191296,2067444394119191296,0.7452607424274343
109278,306.111196,39.823167,78.036182,1.271044,2067445184393166080,2067445184393166080,0.7163300920915849
109406,306.169422,39.80126,78.044015,1.221861,2067445248815579520,2067445248815579520,0.5960528297541644
109424,306.187106,39.858025,78.098254,1.243453,2067445493630802816,2067445493630802816,-3.270959147
109065,305.955092,39.764941,77.919574,1.335744,2067446932442285056,2067446932442285056,0.6275522008312623
109055,305.944249,39.837428,77.97417,1.384167,2067448173690430720,2067448173690430720,0.6647635875212985
108802,305.667238,39.69572,77.735994,1.477583,2067451605367482368,2067451605367482368,1.1577770268111682
108856,305.729962,39.715916,77.780166,1.449536,2067451880245234944,2067451880245234944,0.26696938832989736
108811,305.681747,39.790989,77.82058,1.522869,2067453254634204544,2067453254634204544,0.7554803261266126
108951,305.821419,39.835938,77.91886,1.460592,2067454251067265152,2067454251067265152,2.7338409603326896
108917,305.790577,39.818355,77.890873,1.469942,2067454324083503744,2067454324083503744,0.6444691377605684
108944,305.816091,39.85509,77.932221,1.474914,2067454457225971968,2067454457225971968,1.2357322269034154
108873,305.752905,39.849188,77.899605,1.511311,2067454835182313984,2067454835182313984,0.4807370790698053
108859,305.733354,39.863606,77.902847,1.531869,2067455041341509888,2067455041341509888,-0.960351847
108879,305.76002,39.861082,77.912489,1.513636,2067455213139753984,2067455213139753984,0.5308220049999296
108929,305.804657,39.889789,77.955651,1.501978,2067455316218999552,2067455316218999552,0.15848729582464569
108782,305.646287,39.813413,77.82342,1.558039,2067456282588617088,2067456282588617088,-0.326783999
108781,305.645732,39.905006,77.898389,1.610703,2067459027071296256,2067459027071296256,
108757,305.617937,39.915537,77.894859,1.634219,2067459271880566016,2067459271880566016,-0.294632583
108752,305.610741,39.951421,77.921183,1.659233,2067459370668671488,2067459370668671488,1.4177018374192771
108794,305.659209,39.999069,77.981533,1.65595,2067459920424497152,2067459920424497152,0.48286690721484204
108807,305.678154,40.011545,78.000071,1.651167,2067460027795146496,2067460027795146496,-1.685911541
109022,305.897467,39.943966,78.040868,1.474681,2067461058587197440,2067461058587197440,-0.720088473
108938,305.812582,39.890631,77.959825,1.497475,2067461191734442496,2067461191734442496,0.33352081660432653
109499,306.240952,39.900285,78.156617,1.234036,2067469128834009088,2067469128834009088,1.4877502260279136
109435,306.19091,39.89435,78.129636,1.261992,2067469270570467072,2067469270570467072,
109398,306.163868,39.94865,78.16209,1.310219,2067470400143846016,2067470400143846016,0.7609549748407795
109561,306.309955,39.96678,78.241475,1.229169,2067471121698353920,2067471121698353920,0.9265497650493688
109393,306.162219,40.043172,78.238666,1.365675,2067474252732555136,2067474252732555136,2.300691607043071
109650,306.385287,40.036445,78.331694,1.222283,2067477688705794944,2067477688705794944,0.45432000806654554
109701,306.426062,40.134433,78.429712,1.253456,2067478543400999936,2067478543400999936,-3.500750001
109628,306.375473,40.179839,78.44443,1.31125,2067479642911891712,2067479642911891712,0.4277067499456365
109655,306.388815,40.210115,78.475038,1.320422,2067479849071067904,2067479849071067904,0.2084019426695814
109761,306.477129,40.209595,78.513617,1.265092,2067480403125134976,2067480403125134976,0.5312919355907398
109817,306.520149,40.255547,78.570112,1.264903,2067480952880947840,2067480952880947840,0.3666232173029779
109752,306.469958,40.276017,78.564642,1.307983,2067481841935938304,2067481841935938304,-0.220877865
109538,306.292606,40.22029,78.440922,1.386283,2067482597852664576,2067482597852664576,0.9195123314546263
109621,306.369473,40.228937,78.481872,1.34335,2067482808306844416,2067482808306844416,0.48694636661880286
109604,306.3563,40.234893,78.480926,1.355,2067482842666587136,2067482842666587136,0.2977047320883128
109581,306.330346,40.223695,78.460337,1.364714,2067482941447526528,2067482941447526528,0.5802851103474879
109534,306.278363,40.22642,78.439656,1.398703,2067483323702940800,2067483323702940800,0.6995276674834081
109584,306.332508,40.286149,78.512304,1.399417,2067483907818492672,2067483907818492672,0.3562804496053531
109686,306.414696,40.335861,78.589106,1.376969,2067485209190325760,2067485209190325760,0.006742382
109141,306.024527,40.085444,78.212633,1.476194,2067486794033712768,2067486794033712768,0.7669862445883887
109246,306.09802,40.181762,78.323783,1.485581,2067489027414833408,2067489027414833408,
109188,306.06521,40.270286,78.381828,1.556975,2067493253662767872,2067493253662767872,0.8748953647903513
109512,306.250539,40.326393,78.509117,1.473692,2067496139880648704,2067496139880648704,3.561592483584161
109309,306.123053,40.410438,78.521895,1.6015,2067500190039145728,2067500190039145728,0.6176565853408266
109379,306.152187,40.485428,78.596014,1.626517,2067501568719552640,2067501568719552640,0.5076722666340849
108715,305.570622,39.936953,77.891737,1.676236,2067504828602521088,2067504828602521088,0.2276475368243086
108717,305.572506,39.935776,77.891595,1.674378,2067504832897777408,2067504832897777408,
108716,305.572226,39.938028,77.893323,1.675839,2067504862962259968,2067504862962259968,0.34321996499081975
108710,305.56663,39.971757,77.91859,1.698603,2067506546585933184,2067506546585933184,-0.721134976
108595,305.437332,39.959908,77.852355,1.773286,2067508505091760896,2067508505091760896,0.5808765647633432
108637,305.488951,40.01508,77.920261,1.772194,2067509162223329664,2067509162223329664,1.113744570439784
108617,305.465702,40.036754,77.92794,1.799172,2067509432807647744,2067509432807647744,
108709,305.563776,40.107232,78.028672,1.777667,2067511253874029312,2067511253874029312,0.9410720648877761
108950,305.821186,40.196502,78.21445,1.667228,2067515621857590656,2067515621857590656,0.7513554384353661
108862,305.73676,40.314232,78.274158,1.787436,2067520118683492224,2067520118683492224,0.6913736185807371
108812,305.681875,40.349008,78.278782,1.841644,2067521188135255168,2067521188135255168,0.6539855688238965
108469,305.269181,40.293379,78.053746,2.068617,2067527957003021696,2067527957003021696,1.663315812543265
108575,305.418309,40.325707,78.145026,1.993414,2067528983499539712,2067528983499539712,2.400276657202163
108681,305.53617,40.336269,78.204908,1.925572,2067531388677692544,2067531388677692544,-0.131780245
108549,305.382586,40.406893,78.196355,2.061975,2067535992882674816,2067535992882674816,
108600,305.446571,40.542523,78.335683,2.099094,2067538642882192896,2067538642882192896,0.2638942273636376
108657,305.505586,40.554278,78.370902,2.068922,2067538810380123904,2067538810380123904,0.9037489283317643
108678,305.534749,40.572506,78.398522,2.0611,2067538879100774016,2067538879100774016,0.9723348352144243
108651,305.495915,40.562959,78.373854,2.079906,2067539020835592064,2067539020835592064,
108974,305.837526,40.335409,78.335517,1.736555,2067540597086304640,2067540597086304640,0.46546013117250157
108898,305.778241,40.328717,78.304144,1.76978,2067540700170404992,2067540700170404992,0.3256073019314345
109098,305.986032,40.395636,78.44979,1.678386,2067542078851175168,2067542078851175168,-0.506391428
109159,306.045321,40.567717,78.616637,1.740292,2067549912876060288,2067549912876060288,0.5619415777484766
109307,306.122383,40.648017,78.71602,1.738583,2067552008820096768,2067552008820096768,0.36195852888890995
109054,305.942934,40.700086,78.680453,1.8799,2067554620160313088,2067554620160313088,0.3762646575455135
108818,305.687519,40.620987,78.504589,1.993497,2067560495675682176,2067560495675682176,0.062802936
108773,305.64073,40.617637,78.481544,2.020739,2067561904425099520,2067561904425099520,0.5743946473768419
108821,305.690123,40.674815,78.549926,2.022625,2067563656771645824,2067563656771645824,0.9160810171140588
108799,305.665013,40.68154,78.544567,2.042097,2067563824274805376,2067563824274805376,1.9204506151045677
108751,305.610362,40.71164,78.545633,2.0933,2067564889422398720,2067564889422398720,0.5717111183822069
109100,305.986771,40.823525,78.800672,1.923525,2067568806437069312,2067568806437069312,0.6668482593839914
109053,305.942632,40.901917,78.845757,1.995839,2067570009027935488,2067570009027935488,0.082984003
108935,305.807019,40.835409,78.732425,2.041797,2067571078475149568,2067571078475149568,0.4795106837651618
108840,305.712473,40.820062,78.678891,2.091711,2067571452133234816,2067571452133234816,0.6687960643147738
109870,306.561985,40.369973,78.6819,1.305161,2067576198074635136,2067576198074635136,-0.157114234
109861,306.55334,40.370305,78.678355,1.310722,2067576404233070208,2067576404233070208,-0.04316211
109782,306.491423,40.374636,78.654571,1.351692,2067579049932952320,2067579049932952320,0.5845083116269663
109816,306.520103,40.38181,78.673072,1.338028,2067579389234503296,2067579389234503296,1.1607863475964746
109672,306.405857,40.415466,78.650199,1.428469,2067580218159612672,2067580218159612672,0.4374801511671497
109674,306.407337,40.432739,78.664952,1.437531,2067580316947474048,2067580316947474048,2.3574810099960746
109821,306.523999,40.533038,78.798135,1.423156,2067582550326805888,2067582550326805888,-1.142141571
110170,306.799859,40.527677,78.915441,1.249267,2067584027795549952,2067584027795549952,0.6032039870156434
110265,306.865079,40.575864,78.983479,1.236989,2067585608343156608,2067585608343156608,0.061230435
110235,306.845761,40.669945,79.051477,1.303658,2067587291972525440,2067587291972525440,0.48160517042406287
110069,306.717795,40.62132,78.95545,1.354408,2067588361422043520,2067588361422043520,0.4723633166554789
110072,306.719194,40.656828,78.984984,1.374161,2067590113764119040,2067590113764119040,0.4520622341896827
109695,306.421448,40.658357,78.855343,1.559164,2067595847545748480,2067595847545748480,0.21213884539372935
109554,306.301251,40.628725,78.778461,1.616519,2067598080932387072,2067598080932387072,3.893708137173132
109651,306.385872,40.625838,78.813188,1.562408,2067598630684488832,2067598630684488832,0.8896904018361513
110023,306.680154,40.823503,79.103577,1.494992,2067603892024122240,2067603892024122240,0.5673335999726199
109917,306.597308,40.791173,79.040854,1.527333,2067604201261776768,2067604201261776768,0.5936652596230629
109968,306.636182,40.840169,79.097853,1.531761,2067604746722004736,2067604746722004736,
109796,306.507173,40.760084,78.975958,1.564978,2067605403852396288,2067605403852396288,0.4647854779968298
109840,306.536468,40.949876,79.143622,1.656756,2067609350923501440,2067609350923501440,1.0494822573833975
110397,306.966459,40.684957,79.117002,1.237986,2067610209915834240,2067610209915834240,-0.001341113
110417,306.979977,40.791913,79.209899,1.292011,2067612202782977920,2067612202782977920,0.8917717630945629
110421,306.982486,40.91196,79.308569,1.360453,2067616914365456000,2067616914365456000,0.500442019
110381,306.951287,40.938344,79.316272,1.394986,2067617253663310592,2067617253663310592,0.787404496
110530,307.086094,40.823123,79.282128,1.244989,2067618426193920000,2067618426193920000,1.7185964321392073
110505,307.065109,40.854089,79.298003,1.275958,2067618701070063488,2067618701070063488,
110603,307.163223,41.019206,79.47536,1.312256,2067621892232032000,2067621892232032000,-0.363548714
110535,307.094094,41.205031,79.595776,1.463094,2067627183628078976,2067627183628078976,0.30357682865878804
110085,306.726472,40.899759,79.186034,1.510728,2067627699026419712,2067627699026419712,
110082,306.724445,40.882172,79.17082,1.501764,2067627703321017088,2067627703321017088,
110284,306.871697,40.999027,79.330616,1.479178,2067630069849446144,2067630069849446144,0.8034872902570968
110169,306.799851,41.040768,79.333046,1.54755,2067630963200567552,2067630963200567552,1.5961404695557446
110010,306.66819,41.091025,79.316318,1.65755,2067633711978238080,2067633711978238080,0.489802675
110074,306.72058,41.043652,79.300651,1.597892,2067633888076231936,2067633888076231936,0.7611493886969875
110335,306.913849,41.066165,79.403741,1.492406,2067636426399009024,2067636426399009024,0.18758737951463314
110319,306.899807,41.096307,79.42209,1.518561,2067636495118540160,2067636495118540160,0.4321332173361627
109505,306.242834,40.746526,78.849202,1.72063,2067645840965238144,2067645840965238144,0.882226004
109501,306.241348,40.738673,78.842132,1.717025,2067645840968856832,2067645840968856832,-0.333190112
109503,306.242638,40.743042,78.846268,1.718744,2067645840968857088,2067645840968857088,0.031449199
109504,306.242751,40.741948,78.845423,1.718044,2067645845260317312,2067645845260317312,0.8006653673810687
109443,306.196227,40.987845,79.026253,1.888444,2067653537548571392,2067653537548571392,0.8742616150373558
109593,306.345123,40.938027,79.05037,1.76785,2067655152456189696,2067655152456189696,0.32395849369955154
109757,306.473945,41.088377,79.229333,1.775364,2067657935597442816,2067657935597442816,1.2621324225568196
109694,306.420412,41.133638,79.242961,1.834439,2067661234128722176,2067661234128722176,0.5500581322708987
109582,306.331531,41.142963,79.211912,1.894478,2067661783886058368,2067661783886058368,
109642,306.382929,41.170865,79.257058,1.87898,2067662269220182144,2067662269220182144,1.418730359338837
109043,305.927794,41.051606,78.962048,2.090844,2067668728846280832,2067668728846280832,0.3431208878323149
109171,306.059449,41.057157,79.023606,2.012725,2067669136869915008,2067669136869915008,0.16708124351815853
109168,306.05701,41.148847,79.09765,2.0669,2067670786137520768,2067670786137520768,
109464,306.207802,41.059509,79.089908,1.922567,2067671305830932736,2067671305830932736,1.0024048732258928
109455,306.204053,41.084339,79.108592,1.939175,2067671679492738048,2067671679492738048,
109404,306.167184,41.078333,79.087672,1.958444,2067672297965881600,2067672297965881600,1.1985312632607938
109586,306.335934,41.225407,79.281202,1.939336,2067674359550404224,2067674359550404224,
109514,306.252411,41.17066,79.20019,1.959119,2067674496987772416,2067674496987772416,0.7892835090407594
109511,306.249602,41.220795,79.239972,1.989733,2067674909306213760,2067674909306213760,0.7861523976966878
109269,306.108987,41.265369,79.215562,2.101853,2067677559303776640,2067677559303776640,0.7442813198502298
109871,306.562069,41.083853,79.264095,1.718575,2067680406866356736,2067680406866356736,
109862,306.554808,41.089842,79.26581,1.726505,2067680475583632256,2067680475583632256,-2.163678092
109869,306.561769,41.102736,79.279366,1.729694,2067680509941910528,2067680509941910528,-0.129794795
109873,306.563002,41.098192,79.276198,1.726305,2067680509944364544,2067680509944364544,0.9571355076083513
109899,306.582795,41.099714,79.286082,1.715028,2067680819179551360,2067680819179551360,0.7210331772312988
110088,306.729764,41.249997,79.47275,1.712053,2067688893722215296,2067688893722215296,0.040245959241103545
110304,306.8845,41.430077,79.686909,1.722183,2067691986098979584,2067691986098979584,1.2527582440806697
109989,306.654672,41.318613,79.495908,1.797822,2067693188689658880,2067693188689658880,1.254219382594847
109699,306.42422,41.466227,79.516243,2.024242,2067704355600777344,2067704355600777344,0.616324516
111737,307.954339,40.260527,79.214968,0.380503,2067715247636002432,2067715247636002432,1.2538343428609737
111802,307.985912,40.270542,79.237304,0.367017,2067715320654938112,2067715320654938112,1.1023541155774987
111832,307.996218,40.279963,79.249552,0.366261,2067715350715219456,2067715350715219456,1.0622545377577377
111813,307.990436,40.288445,79.253774,0.374839,2067715423734307584,2067715423734307584,1.2169965376683376
111710,307.94433,40.26183,79.211498,0.387431,2067715458093138304,2067715458093138304,0.8313861951415209
111750,307.961275,40.312202,79.25975,0.406828,2067715694315503744,2067715694315503744,0.5182537648165819
111880,308.017981,40.286101,79.264332,0.356522,2067715728673339008,2067715728673339008,1.122236206459318
111869,308.011281,40.284463,79.259985,0.359669,2067715728674516992,2067715728674516992,1.0344506837711234
111889,308.021004,40.287746,79.267024,0.355639,2067715732971799552,2067715732971799552,0.8180741228157001
111872,308.012773,40.307294,79.279052,0.372278,2067715831753732608,2067715831753732608,1.0002920275719451
111950,308.052752,40.329202,79.314764,0.360708,2067715900472033024,2067715900472033024,-0.017674428
111933,308.042198,40.341267,79.319712,0.374339,2067715969191512576,2067715969191512576,0.4428126234879092
111874,308.013387,40.371054,79.330696,0.409675,2067716244069421568,2067716244069421568,0.8801362066693644
111695,307.940041,40.312354,79.250289,0.419969,2067716420166567424,2067716420166567424,
111621,307.899326,40.31849,79.236869,0.448628,2067716553308953984,2067716553308953984,
111760,307.965357,40.357898,79.298421,0.431372,2067716931264185984,2067716931264185984,0.8873038054817786
111790,307.980609,40.371276,79.316084,0.429928,2067717038641860096,2067717038641860096,0.9587444537509797
111746,307.9596,40.392502,79.323715,0.455392,2067717309221311744,2067717309221311744,0.907275149
111919,308.034903,40.371675,79.34091,0.396839,2067717657117151232,2067717657117151232,1.1305983435533664
111980,308.064377,40.391082,79.369849,0.390261,2067717828913395712,2067717828913395712,0.6498700491338564
112064,308.097817,40.38747,79.382046,0.367611,2067717927696602112,2067717927696602112,0.857508567
112040,308.092461,40.389927,79.381605,0.372353,2067717931995060864,2067717931995060864,1.9519512853656789
112125,308.122784,40.406193,79.4084,0.363414,2067718065135558656,2067718065135558656,2.0085402123432337
111890,308.021046,40.402929,79.359832,0.423861,2067718511814132736,2067718511814132736,1.6405702180551625
111833,307.99738,40.403131,79.349318,0.4385,2067718546173065728,2067718546173065728,0.6725244204714473
111930,308.041437,40.494698,79.442949,0.465744,2067719512542327296,2067719512542327296,1.7391837297016877
111729,307.950571,40.419322,79.341263,0.476808,2067720264158816640,2067720264158816640,0.30007818780045836
111619,307.89867,40.430152,79.326618,0.515069,2067720508972992128,2067720508972992128,
111578,307.876968,40.458165,79.339444,0.544953,2067721329310712448,2067721329310712448,1.0259689902635303
111555,307.86031,40.498783,79.364717,0.579183,2067721707266852352,2067721707266852352,0.5361222339187275
111761,307.965578,40.432403,79.358569,0.475344,2067721775988473088,2067721775988473088,1.184231756149574
111893,308.022508,40.50834,79.445408,0.485422,2067722433116442752,2067722433116442752,0.4850056092874395
112329,308.213896,40.503,79.527462,0.365122,2067724662205352192,2067724662205352192,0.1591589448420188
112191,308.151357,40.517595,79.510961,0.412042,2067724868364931072,2067724868364931072,0.8809332850162733
112462,308.278911,40.594522,79.630425,0.379814,2067726758151531776,2067726758151531776,
112199,308.155111,40.612321,79.588881,0.465986,2067727617145141760,2067727617145141760,
112106,308.112364,40.615391,79.572092,0.493925,2067729133269085440,2067729133269085440,0.082696916
112052,308.095627,40.63284,79.578603,0.514503,2067729335132041472,2067729335132041472,1.2216072299336869
111877,308.016611,40.583248,79.5031,0.533414,2067729472570791936,2067729472570791936,
111902,308.027763,40.622162,79.539466,0.54965,2067729678728317568,2067729678728317568,1.3246740783974058
111989,308.068799,40.649681,79.58009,0.540881,2067730056683348864,2067730056683348864,1.093968341903842
112030,308.087197,40.659217,79.596046,0.535297,2067730159764659072,2067730159764659072,0.6854288807915593
112003,308.074127,40.673608,79.601755,0.551814,2067730228485233152,2067730228485233152,0.3560579492545226
111903,308.028673,40.664621,79.574079,0.574253,2067730365922020992,2067730365922020992,-0.023937478
112146,308.134076,40.651956,79.611302,0.502361,2067730640800995456,2067730640800995456,1.0738217536133587
112109,308.114481,40.677205,79.622805,0.529308,2067730915680011648,2067730915680011648,
112190,308.151009,40.689014,79.64875,0.514022,2067731018756060544,2067731018756060544,0.8196810359931049
112169,308.14352,40.696856,79.65169,0.523247,2067731087478712576,2067731087478712576,
112164,308.14232,40.713846,79.664824,0.534064,2067731087478939776,2067731087478939776,1.6942362828715265
112174,308.145621,40.710181,79.66336,0.529875,2067731087478940544,2067731087478940544,0.969003779
112303,308.202291,40.718292,79.695396,0.500133,2067731327995775488,2067731327995775488,1.085187870699323
112259,308.186081,40.749256,79.713008,0.528408,2067731637234767744,2067731637234767744,
112035,308.08995,40.722832,79.648505,0.571347,2067731980832120832,2067731980832120832,-0.539934774
112104,308.112154,40.776099,79.701369,0.589403,2067732564945391488,2067732564945391488,0.3141446140806179
112162,308.141527,40.813169,79.744404,0.593503,2067732736746655232,2067732736746655232,0.6443220951743922
111512,307.834184,40.491837,79.347372,0.591106,2067733325157856896,2067733325157856896,0.75109161
111480,307.821563,40.523396,79.367168,0.617492,2067733630097076096,2067733630097076096,0.8512438884326198
111336,307.74531,40.537979,79.344723,0.672881,2067734282933246080,2067734282933246080,1.9720394919272082
111337,307.745616,40.566116,79.36758,0.689294,2067734386011350656,2067734386011350656,0.5696926581045987
111665,307.925402,40.652628,79.518026,0.630286,2067736035280975616,2067736035280975616,
111530,307.846065,40.614934,79.452024,0.656556,2067736275799121920,2067736275799121920,
111520,307.84282,40.640004,79.470795,0.673356,2067736516315162496,2067736516315162496,2.069852662887434
111601,307.890283,40.679575,79.523999,0.667703,2067736825552847360,2067736825552847360,
111316,307.738765,40.611952,79.401522,0.720536,2067738028145752448,2067738028145752448,
111317,307.73914,40.620944,79.408951,0.725611,2067738028145752832,2067738028145752832,
111277,307.709543,40.635492,79.407451,0.752331,2067738818417630592,2067738818417630592,0.4786539266031005
111388,307.77751,40.64201,79.443145,0.714533,2067739436895033600,2067739436895033600,0.6984211995428555
111389,307.777603,40.638803,79.440597,0.712583,2067739441190748800,2067739441190748800,0.6831231828732203
111421,307.797837,40.651842,79.460187,0.707889,2067739475550483072,2067739475550483072,0.6163794504347859
111358,307.757236,40.670914,79.457402,0.744008,2067739711770859520,2067739711770859520,0.5519780304495945
111525,307.844637,40.693692,79.514926,0.703967,2067739956586816512,2067739956586816512,-0.427176076
111482,307.82176,40.701069,79.510631,0.722319,2067739990943156608,2067739990943156608,0.4488793470102978
111484,307.8234,40.699494,79.510095,0.720386,2067739990946566528,2067739990946566528,1.5062598827359046
111553,307.858631,40.713405,79.5371,0.707058,2067740055368288000,2067740055368288000,0.815204737
111356,307.755617,40.700163,79.480294,0.762258,2067740502044873856,2067740502044873856,0.46786523063984303
111445,307.806569,40.782675,79.569693,0.779803,2067741262256920960,2067741262256920960,0.7118701867058086
111732,307.951808,40.643166,79.522254,0.608536,2067741635918334848,2067741635918334848,
111765,307.966734,40.658857,79.541605,0.608697,2067741670278078592,2067741670278078592,0.9938708110940478
111752,307.961628,40.681402,79.557484,0.625164,2067741979515721472,2067741979515721472,
111855,308.006627,40.707501,79.59872,0.613125,2067742224329478656,2067742224329478656,1.353078904683633
111910,308.032258,40.704734,79.608003,0.595833,2067742254391537664,2067742254391537664,0.48652365949593557
111883,308.018884,40.714112,79.609551,0.609556,2067742323111023232,2067742323111023232,-2.345947563
111824,307.993682,40.709587,79.594589,0.622267,2067742396128175360,2067742396128175360,1.1864774285607649
111844,308.002371,40.746913,79.628566,0.639069,2067742597988964224,2067742597988964224,1.3716402244830497
111846,308.003662,40.745905,79.628333,0.637683,2067742597991249408,2067742597991249408,3.562519667333489
111693,307.939885,40.696382,79.559801,0.647319,2067742701067109376,2067742701067109376,0.6767915652009978
111654,307.920008,40.709208,79.561226,0.667056,2067742769789916544,2067742769789916544,-2.471994407
111741,307.9566,40.714303,79.581747,0.647711,2067742838508127360,2067742838508127360,0.8512385319728939
111681,307.935323,40.743892,79.596057,0.678219,2067743113390645888,2067743113390645888,-0.441175344
111738,307.954587,40.778891,79.632907,0.687169,2067743594423647360,2067743594423647360,-0.429034131
111770,307.969863,40.811386,79.665946,0.697083,2067743731860391552,2067743731860391552,0.5691907361106808
111972,308.062076,40.749791,79.657689,0.604339,2067743869301587712,2067743869301587712,0.7354188612380351
111907,308.030911,40.755243,79.648087,0.626586,2067744041100269824,2067744041100269824,1.7239556857947385
111958,308.056229,40.801883,79.697018,0.638786,2067744281618721152,2067744281618721152,
111866,308.010308,40.832146,79.700802,0.684714,2067745278049581440,2067745278049581440,0.7043998603628949
111944,308.049043,40.849468,79.732121,0.671372,2067745488504662784,2067745488504662784,0.4444781873583288
111968,308.060703,40.855941,79.742563,0.668106,2067745518569303552,2067745518569303552,
111632,307.903108,40.759988,79.594599,0.707417,2067746102682288896,2067746102682288896,0.20841302025700584
111670,307.927842,40.783374,79.624537,0.706147,2067746515001400192,2067746515001400192,-1.291398081
111727,307.950187,40.837695,79.678339,0.724656,2067746755519854848,2067746755519854848,-1.040717301
111639,307.90961,40.80896,79.637003,0.732411,2067746794175101184,2067746794175101184,-1.345435772
111702,307.942704,40.842624,79.678962,0.732136,2067746961674805248,2067746961674805248,-0.277225359
111533,307.847179,40.800634,79.602348,0.765603,2067747099117211904,2067747099117211904,1.1397587687268895
111460,307.811723,40.802909,79.588328,0.788603,2067747339635369472,2067747339635369472,0.5642234866712451
111597,307.887531,40.847109,79.657889,0.768442,2067747648873037184,2067747648873037184,
111817,307.991889,40.877907,79.729424,0.723042,2067748404787307648,2067748404787307648,
111721,307.948709,40.852576,79.689674,0.734364,2067748443442754560,2067748443442754560,0.8601844126462165
111867,308.010767,40.930184,79.78,0.742508,2067749126340305536,2067749126340305536,
111646,307.912745,40.895049,79.707828,0.781417,2067749332498727296,2067749332498727296,0.9796374689917361
111669,307.927334,40.932471,79.744526,0.794664,2067749676094247296,2067749676094247296,1.1159581536315568
112658,308.375519,40.694044,79.754031,0.380156,2067750947406379648,2067750947406379648,3.162104836806066
112598,308.34558,40.729753,79.769201,0.419653,2067751295300282112,2067751295300282112,0.732865483
112659,308.375691,40.737048,79.788651,0.405669,2067751359721218176,2067751359721218176,0.35099882106730584
112506,308.298604,40.698426,79.722833,0.429619,2067751604537934080,2067751604537934080,0.8223086938402095
