RAJ2000,DEJ2000,l,b,SFR,Name,Ref,Method,YSOtype,vartype,RAGdeg,DEGdeg,GaiaDR3,plx,ruwe,Gmag,BP-RP,angDist,rgeo,rpgeo,D
344.048074,58.66716,108.41658,-0.91839,                     Cep OB3 ,         V* DI Cep  ,1979ApJS...41..743C,spectroscopy,GTT*,     Or* ,344.0480739,58.66715919,2.0134069023111552e+18,2.2995,0.955,11.160843,1.254627,0.002936,428.452057,428.525452,0.43487714720591436
291.49451,21.20856,55.64427,2.31458,         Vulpecula OB1 Cloud ,         V* WW Vul  ,1988cels.book.....H,spectroscopy,HAeBe,    UXor ,291.4947892,21.20870379,2.0187771189559104e+18,2.062,1.002,10.550161,0.628012,1.070572,481.086639,479.359833,0.48496605237633367
295.7323,23.40553,59.4682,-0.04755,         Vulpecula OB1 Cloud ,           HBC 688  ,1988cels.book.....H,spectroscopy,TT*,         ,295.7290896,23.40410095,2.0201027219732552e+18,0.4113,1.383,13.680032,2.520522,0.253,2184.84814,2190.70239,2.4313153415998054
291.66772,23.89753,58.09164,3.44677,         Vulpecula OB1 Cloud ,         V* PX Vul  ,1988cels.book.....H,spectroscopy,HAeBe,         ,291.667722,23.89743961,2.022724129525166e+18,1.5727,3.66,11.244534,1.25589,0.325491,627.896118,622.108337,0.6358491765753163
313.09697,43.08236,83.801922,0.910065,            NGC 7000/IC 5070 ,  20522327+4304564  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,313.0969743,43.08236437,2.0667431462183352e+18,1.2683,1.024,17.182205,2.963741,0.019345,760.432129,773.978516,0.7884569896712135
312.88651,43.18954,83.78642,0.72342,            NGC 7000/IC 5070 ,  20513276+4311223  ,2020ApJ...904..146F,spectroscopy,WTT*,         ,312.8865203,43.18955083,2.066759737673659e+18,1.3777,0.934,17.016674,2.525671,0.047396,708.137085,705.416077,0.7258474268708718
312.91966,43.22061,83.825751,0.722234,            NGC 7000/IC 5070 ,  20514072+4313142  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.9196689,43.22062365,2.0667602530703212e+18,1.1761,1.163,19.22338,3.839144,0.054424,1145.96252,838.400085,0.8502678343678258
312.90813,43.38464,83.946767,0.611189,            NGC 7000/IC 5070 ,  20513795+4323047  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.9081327,43.38464073,2.0667876764394796e+18,1.2852,0.989,16.53969,2.759732,0.007463,758.859741,756.811035,0.7780890133831312
313.0631,43.50208,84.109011,0.622844,            NGC 7000/IC 5070 ,  20521514+4330074  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,313.0631028,43.5020896,2.066790150340633e+18,1.2903,1.226,16.35234,3.061175,0.035351,750.668274,747.862183,0.7750135627373478
313.30115,43.64129,84.326384,0.666237,            NGC 7000/IC 5070 ,  20531227+4338287  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,313.3011525,43.64130054,2.0667948189676895e+18,1.3061,0.986,16.548954,2.381431,0.038473,749.324829,742.007935,0.7656381594058647
313.21098,43.71542,84.3415,0.568674,            NGC 7000/IC 5070 ,  20525062+4342554  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,313.210983,43.71542311,2.0667991482947702e+18,1.3092,0.909,17.978086,2.873514,0.013691,749.212402,765.879211,0.7638252367858235
313.05655,43.67749,84.240913,0.507112,            NGC 7000/IC 5070 ,  20521358+4340389  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,313.0565515,43.67749685,2.066844954123399e+18,1.2067,1.158,16.773252,3.010744,0.024943,808.628296,793.447327,0.8287063893262617
312.94913,43.71082,84.216985,0.426055,            NGC 7000/IC 5070 ,  20514778+4342390  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.9491385,43.71082931,2.0668458818363796e+18,1.2423,1.028,15.77717,2.282279,0.040109,781.675476,781.940369,0.8049585446349513
312.9219,43.79862,84.272053,0.354907,            NGC 7000/IC 5070 ,  20514125+4347549  ,2020ApJ...904..146F,spectroscopy,WTT*,     Or* ,312.9219051,43.79862197,2.0668495926881715e+18,1.218,1.04,15.407209,2.620297,0.015009,795.8974,791.102844,0.8210180623973727
312.93816,43.81731,84.293937,0.352027,            NGC 7000/IC 5070 ,  20514515+4349024  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.9381689,43.81731399,2.0668497301271268e+18,1.124,1.287,18.508278,3.117117,0.02712,929.792969,1069.19324,0.8896797153024909
312.99762,43.84499,84.342625,0.367382,            NGC 7000/IC 5070 ,  20515942+4350420  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.9976263,43.84499916,2.0668511732364068e+18,1.2186,3.365,14.7976,2.472051,0.03685,801.21582,795.140564,0.8206138191367144
313.03324,43.90452,84.404827,0.349132,            NGC 7000/IC 5070 ,  20520797+4354162  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,313.0332449,43.90452069,2.066851718695148e+18,0.9959,0.98,18.658575,3.347681,0.012918,1038.45105,1210.53198,1.0041168792047392
312.72695,43.77328,84.162901,0.262528,            NGC 7000/IC 5070 ,  20505446+4346238  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.726957,43.77328519,2.0668558118008924e+18,1.3981,1.017,16.568811,2.126655,0.026167,707.994995,708.03064,0.7152564194263643
312.76131,43.82555,84.21919,-0.24862,            NGC 7000/IC 5070 ,           HBC 705  ,1988cels.book.....H,spectroscopy,HAeBe,         ,312.7613146,43.82552952,2.0668563271969782e+18,0.4252,1.072,13.455818,2.243868,0.074667,2160.14673,2143.28125,2.3518344308560675
312.86024,43.88681,84.311668,0.264423,            NGC 7000/IC 5070 ,  20512645+4353125  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.8602501,43.88681903,2.0668625463096074e+18,1.2637,0.948,16.46902,2.685309,0.041784,773.145325,777.660767,0.7913270554720266
312.90935,43.95388,84.385897,0.248933,            NGC 7000/IC 5070 ,  20513831+4357138  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.9093582,43.95388648,2.0668643673718548e+18,1.5561,1.07,19.272827,2.950743,0.031499,677.354309,635.617737,0.64263222157959
312.88292,44.04834,84.446557,0.174063,            NGC 7000/IC 5070 ,  20513189+4402540  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.8829241,44.04835211,2.0668659092672614e+18,0.9901,1.107,17.7733,3.419487,0.044837,972.052673,1033.88013,1.00999899000101
312.9111,44.06137,84.469504,0.181384,            NGC 7000/IC 5070 ,  20513865+4403409  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.9111172,44.06137412,2.0668660510031427e+18,2.2784,5.566,16.660618,2.796035,0.047007,451.258881,488.833923,0.4389044943820225
312.86166,44.07361,84.45631,-0.14619,            NGC 7000/IC 5070 ,      EM* LkHA 155  ,1958ApJ...128..259H,H alpha emission,CTT*,     Or* ,312.8612361,44.07347008,2.0668661884380513e+18,1.2635,2.068,15.978404,2.436805,1.206593,763.247437,770.529175,0.7914523149980213
312.87737,44.0625,84.454923,0.161965,            NGC 7000/IC 5070 ,  20513057+4403449  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.8773704,44.06250859,2.066866222797779e+18,1.2697,1.214,15.040538,2.238598,0.030933,766.100342,766.232666,0.7875876191226273
312.85932,44.0899,84.46783,-0.13447,            NGC 7000/IC 5070 ,      V* V2492 Cyg  ,2011ApJ...730...80M,spectroscopy,CTT*,     Or* ,312.8593197,44.08996371,2.0668692464547722e+18,1.243,2.028,16.03273,2.187631,0.229356,776.49585,774.458313,0.8045052292839903
312.76358,44.1536,84.473138,0.040961,            NGC 7000/IC 5070 ,  20510325+4409129  ,2020ApJ...904..146F,spectroscopy,WTT*,         ,312.7635815,44.15360487,2.0668705521288937e+18,1.0244,1.232,15.801141,2.459182,0.017956,933.006592,939.794128,0.9761811792268645
311.70499,43.42778,83.42785,0.0935,            NGC 7000/IC 5070 ,      EM* LkHA 133  ,1958ApJ...128..259H,spectroscopy,CTT*,    UXor ,311.7048166,43.42760911,2.0669267303018401e+18,0.0251,2.17,16.943558,,0.764274,5097.52783,,39.8406374501992
311.69,43.75278,83.67444,0.30549,            NGC 7000/IC 5070 ,        EM* AS 441  ,1958ApJ...128..259H,spectroscopy,HAeBe,    UXor ,311.6901966,43.75319484,2.0669408865141588e+18,1.3841,1.407,11.688531,0.79462,0.043,699.303284,699.702148,0.7224911494834187
311.65332,43.74306,83.65027,0.32007,            NGC 7000/IC 5070 ,      EM* LkHA 131  ,1958ApJ...128..259H,spectroscopy,HAeBe,    UXor ,311.6534867,43.74314149,2.0669874439606927e+18,0.3161,11.016,13.348514,1.50845,0.523576,3191.448,2708.16357,3.163555836760519
311.67291,43.78,83.68793,0.33216,            NGC 7000/IC 5070 ,      EM* LkHA 132  ,1958ApJ...128..259H,spectroscopy,HAeBe,    UXor ,311.6731119,43.7802458,2.0669878906372954e+18,0.252,1.038,14.659325,1.606024,1.028753,3602.17236,3673.37085,3.9682539682539684
312.08456,43.66361,83.78416,0.02754,            NGC 7000/IC 5070 ,      EM* LkHA 135  ,1958ApJ...128..259H,spectroscopy,HAeBe,    UXor ,312.0847555,43.66341556,2.0670185051634473e+18,1.1934,0.909,10.709224,1.177604,0.865508,821.104797,823.490845,0.8379420144126026
312.21128,43.83047,83.971387,0.061684,            NGC 7000/IC 5070 ,  20485070+4349496  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.2112788,43.83047239,2.0670256863428905e+18,1.8504,1.654,19.041063,3.17215,0.009186,672.314026,562.787537,0.5404236921746649
312.14774,43.88705,83.986396,0.132924,            NGC 7000/IC 5070 ,  20483546+4353133  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.1477457,43.88705403,2.0670268202185646e+18,1.2106,1.054,16.402937,2.29536,0.020666,804.882629,806.325562,0.8260366760284158
312.2408,43.83197,83.985999,0.046115,            NGC 7000/IC 5070 ,  20485779+4349550  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.2408072,43.83197925,2.067026957657469e+18,1.2762,1.052,17.981094,3.27561,0.038195,773.279114,805.673706,0.7835762419683435
312.2154,43.85038,83.988711,0.071946,            NGC 7000/IC 5070 ,  20485169+4351014  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.2154041,43.85038495,2.0670272282359557e+18,1.2316,0.997,17.596746,2.963568,0.02077,803.126343,796.824768,0.8119519324455993
311.84831,43.74437,83.73958,0.21113,            NGC 7000/IC 5070 ,       V* V517 Cyg  ,1999AJ....118.1043H,spectroscopy,HAeBe,    UXor ,311.8483126,43.74437232,2.0670307028690796e+18,1.2426,1.162,12.278524,0.987231,0.010689,797.14856,794.745605,0.8047642040882022
312.01956,43.79055,83.85322,0.14395,            NGC 7000/IC 5070 ,      EM* LkHA 134  ,1958ApJ...128..259H,spectroscopy,HAeBe,    UXor ,312.019919,43.79051515,2.0670319398195937e+18,1.173,1.179,11.033224,1.058733,0.941454,833.408081,831.948914,0.8525149190110827
311.90582,43.79028,83.80138,0.20763,            NGC 7000/IC 5070 ,      V* V1977 Cyg  ,1988cels.book.....H,spectroscopy,HAeBe,    UXor ,311.9061074,43.79027104,2.0670326613741614e+18,1.1987,1.076,10.703158,1.074207,0.747676,820.187317,818.807129,0.8342370901810294
312.75599,44.22496,84.52474,0.008636,            NGC 7000/IC 5070 ,  20510142+4413296  ,2020ApJ...904..146F,spectroscopy,WTT*,     Or* ,312.7559982,44.22496536,2.067058667398796e+18,1.3294,0.943,17.656935,2.787375,0.02858,751.793213,738.586365,0.7522190461862495
312.74312,44.24232,84.532257,0.026785,            NGC 7000/IC 5070 ,  20505834+4414323  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.7431243,44.2423214,2.0670587404162524e+18,1.3081,2.102,15.02023,1.978769,0.012095,740.769836,749.970642,0.7644675483525724
312.74342,44.24561,84.534953,0.028733,            NGC 7000/IC 5070 ,  20505838+4414444  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.7434224,44.24563679,2.0670587404162524e+18,1.0903,1.782,15.117627,2.61337,0.096634,876.8703,879.858215,0.9171787581399615
312.68137,44.26438,84.521165,0.074957,            NGC 7000/IC 5070 ,  20504353+4415518  ,2020ApJ...904..146F,spectroscopy,CTT*,     dip ,312.6813708,44.26437977,2.0670597368486656e+18,1.2297,1.044,16.448498,2.540951,0.002301,777.492615,786.015686,0.813206473123526
312.6872,44.26517,84.524436,0.072233,            NGC 7000/IC 5070 ,  20504494+4415552  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.6872082,44.2651767,2.067059736848666e+18,1.2078,1.848,16.052378,2.904952,0.032129,799.971069,791.720642,0.8279516476237787
312.68753,44.26556,84.5249,0.0723,            NGC 7000/IC 5070 ,      EM* LkHA 140  ,1958ApJ...128..259H,H alpha emission,CTT*,         ,312.6874036,44.26557703,2.0670597368453724e+18,1.5076,2.662,16.819311,,0.331477,710.906799,,0.6633059166887768
312.70251,44.28433,84.54619,0.075937,            NGC 7000/IC 5070 ,  20504858+4417033  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.7025209,44.28432783,2.0670597712051136e+18,1.312,1.071,17.94412,2.813948,0.029252,753.664917,772.641479,0.7621951219512194
312.69585,44.29148,84.548673,0.084165,            NGC 7000/IC 5070 ,  20504697+4417292  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.6958586,44.29146561,2.0670598399278817e+18,1.6016,2.456,16.43127,2.915304,0.056323,617.796204,617.406372,0.6243756243756244
312.47296,44.17147,84.354658,0.131463,            NGC 7000/IC 5070 ,  20495351+4410171  ,2020ApJ...904..146F,spectroscopy,WTT*,         ,312.4729745,44.17148547,2.0670610038609485e+18,1.8838,3.551,17.9785,2.703659,0.067109,557.916809,512.924561,0.5308419152776304
312.54131,44.25591,84.45095,0.147084,            NGC 7000/IC 5070 ,  20500991+4415212  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.5413184,44.25591277,2.0670616910558003e+18,1.3387,0.988,17.822758,3.059305,0.023784,725.460999,737.42572,0.7469933517591694
312.63794,44.26083,84.49869,0.09672,            NGC 7000/IC 5070 ,      EM* LkHA 136  ,1958ApJ...128..259H,spectroscopy,CTT*,         ,312.6378063,44.26076152,2.067062623066543e+18,1.1704,1.0,17.198128,2.656603,0.423866,831.424011,821.307495,0.8544087491455912
312.65436,44.30694,84.54188,0.1168,            NGC 7000/IC 5070 ,      EM* LkHA 137  ,1958ApJ...128..259H,H alpha emission,CTT*,     dip ,312.6543637,44.30685505,2.0670628292251203e+18,1.2233,1.254,14.562152,2.448319,0.305957,792.026794,794.285034,0.8174609662388621
312.65436,44.30685,84.541684,0.116874,            NGC 7000/IC 5070 ,  20503703+4418247  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.6543637,44.30685505,2.0670628292251203e+18,1.2233,1.254,14.562152,2.448319,0.020569,,,0.8174609662388621
312.52521,44.29694,84.475365,0.182008,            NGC 7000/IC 5070 ,  20500604+4417489  ,2020ApJ...904..146F,spectroscopy,WTT*,     Or* ,312.5252177,44.29694366,2.0670634477002775e+18,1.1686,0.989,17.283281,3.384971,0.023757,824.887817,831.890564,0.8557247989046722
312.59344,44.32156,84.525369,0.159885,            NGC 7000/IC 5070 ,  20502242+4419175  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.5934468,44.32155969,2.0670637225750285e+18,1.1912,1.005,18.408672,3.809244,0.017455,851.343628,1012.09338,0.8394895903290799
312.29907,44.20914,84.304881,0.251855,            NGC 7000/IC 5070 ,  20491176+4412329  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.2990707,44.20914774,2.067067811386541e+18,1.2662,0.961,17.112103,3.217561,0.027946,769.245056,770.389465,0.7897646501342599
312.31029,44.24719,84.339439,0.26966,            NGC 7000/IC 5070 ,  20491447+4414498  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.3102961,44.24719031,2.0670684255644987e+18,1.3055,1.006,18.593136,3.457249,0.015774,768.485229,749.751587,0.7659900421294522
312.13695,44.19991,84.224362,0.336173,            NGC 7000/IC 5070 ,  20483286+4411596  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.1369533,44.19991219,2.067069941690421e+18,1.3638,1.008,17.500736,2.787508,0.011707,714.194153,721.13446,0.7332453438920663
312.38413,44.2842,84.401549,0.252105,            NGC 7000/IC 5070 ,  20493219+4417031  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.3841306,44.28420518,2.0670743053776148e+18,1.2018,0.995,16.963766,2.533587,0.018713,803.924011,803.397278,0.8320852055250457
312.52574,44.41805,84.569269,0.258506,            NGC 7000/IC 5070 ,  20500617+4425050  ,2020ApJ...904..146F,spectroscopy,WTT*,         ,312.5257403,44.41805719,2.0670761951633492e+18,1.3568,0.994,17.253378,3.722439,0.025895,710.302124,740.803162,0.7370283018867924
312.14153,44.37466,84.362096,0.443792,            NGC 7000/IC 5070 ,  20483396+4422288  ,2020ApJ...904..146F,spectroscopy,GTT*,         ,312.1415331,44.37466995,2.0671196945920407e+18,1.2422,1.045,13.725006,2.108754,0.036672,784.175293,784.60675,0.8050233456770246
312.35318,44.58939,84.623959,0.462243,            NGC 7000/IC 5070 ,  20492476+4435218  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.3531847,44.5893909,2.0671286925446364e+18,1.4474,0.889,18.873314,3.368605,0.01246,697.555664,730.159546,0.690894016857814
312.3346,44.58707,84.613798,0.471033,            NGC 7000/IC 5070 ,  20492030+4435134  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.3346022,44.58707686,2.0671288643433226e+18,1.2319,0.945,17.846815,3.415604,0.025327,794.591858,817.834839,0.8117542008279893
305.96973,40.17713,78.26366,1.56315,                    NGC 6910 ,NOMAD1_1301-0399883 ,2011Ap.....54..203M,H alpha emission,TT*,         ,305.9697124,40.1771292,2.0674910202849183e+18,1.8165,0.959,14.295644,1.010469,0.048606,542.78595,544.009644,0.5505092210294523
305.92877,40.20744,78.27053,1.60616,                    NGC 6910 ,NOMAD1_1302-0400464 ,2011Ap.....54..203M,H alpha emission,TT*,         ,305.9287678,40.20744398,2.0674913638839875e+18,0.5375,1.024,17.256775,2.102856,0.015518,1710.71814,1743.44385,1.8604651162790697
305.90839,40.25385,78.29964,1.64552,                    NGC 6910 ,NOMAD1_1302-0400373 ,2011Ap.....54..203M,H alpha emission,TT*,         ,305.908377,40.25384806,2.0674924290337254e+18,0.5262,1.046,13.708964,3.462753,0.036387,1727.69104,1721.72192,1.9004180919802356
306.00961,40.28065,78.36594,1.59765,                    NGC 6910 ,NOMAD1_1302-0400808 ,2011Ap.....54..203M,H alpha emission,TT*,         ,306.009602,40.28065031,2.067493421165473e+18,0.4824,1.096,16.739933,2.417633,0.022124,1930.88391,1912.45837,2.0729684908789388
305.82819,40.21144,78.22977,1.6714,                    NGC 6910 ,NOMAD1_1302-0400045 ,2011Ap.....54..203M,H alpha emission,TT*,         ,305.8281869,40.21144515,2.067515656217341e+18,0.9085,0.978,15.299577,1.561897,0.02046,1063.60791,1066.76758,1.100715465052284
305.81613,40.24798,78.25446,1.69987,                    NGC 6910 ,NOMAD1_1302-0400007 ,2011Ap.....54..203M,H alpha emission,TT*,         ,305.8161306,40.24797991,2.0675160341744783e+18,0.4697,0.961,16.214268,3.521869,0.001559,1929.39307,1873.47083,2.129018522461145
305.83133,40.25193,78.26434,1.69262,                    NGC 6910 ,NOMAD1_1302-0400054 ,2011Ap.....54..203M,H alpha emission,TT*,         ,305.8313279,40.2519352,2.0675160685342188e+18,2.2256,0.978,15.633113,1.650031,0.019577,444.294556,443.618744,0.44931703810208484
308.1897,40.66018,79.64295,0.47328,                      Cygnus ,      V* V1478 Cyg  ,1994A&AS..104..315T,spectroscopy,HAeBe,         ,308.189705,40.66018106,2.0677277889404874e+18,0.5878,3.082,11.028811,2.992155,0.014142,1669.82996,1455.62939,1.7012589316093911
307.36217,41.67886,80.09779,1.57734,                      Cygnus ,      EM* MWC 1021  ,1994A&AS..104..315T,spectroscopy,HAeBe,         ,307.3621682,41.67886105,2.0680273414380257e+18,0.274,1.049,10.648601,3.315287,0.006056,3132.5835,3083.47998,3.6496350364963495
304.91217,40.89092,78.39333,2.63025,                    NGC 6910 ,NOMAD1_1308-0401150 ,2011Ap.....54..203M,H alpha emission,TT*,         ,304.9121756,40.89092447,2.0683527925839736e+18,0.9272,1.058,18.377943,3.07118,0.022153,1073.43201,1168.16138,1.0785159620362381
304.76028,40.85278,78.297,2.70365,                    NGC 6910 ,NOMAD1_1308-0400395 ,2011Ap.....54..203M,H alpha emission,TT*,         ,304.7602918,40.85277591,2.068353965111913e+18,1.1411,1.114,15.664456,1.309752,0.035244,857.868286,850.33844,0.8763473841030586
304.76501,40.85944,78.30453,2.70444,                    NGC 6910 ,NOMAD1_1308-0400416 ,2011Ap.....54..203M,H alpha emission,TT*,         ,304.7650146,40.85943627,2.0683539651119137e+18,0.9298,1.05,15.383384,1.505707,0.018293,1049.68774,1044.79126,1.0755001075500108
304.72961,40.87932,78.30591,2.73776,                    NGC 6910 ,NOMAD1_1308-0400246 ,2011Ap.....54..203M,H alpha emission,TT*,         ,304.7296274,40.87931967,2.0683547897456543e+18,0.2288,0.937,16.087463,3.621969,0.047279,3527.64819,3485.62354,4.370629370629371
304.80704,40.83385,78.30128,2.66376,                    NGC 6910 ,NOMAD1_1308-0400644 ,2011Ap.....54..203M,H alpha emission,TT*,         ,304.8070409,40.83385158,2.0683550989832586e+18,0.9809,0.976,15.354898,2.002303,0.006162,994.072083,981.946716,1.0194719135487817
304.82837,40.90939,78.37286,2.69298,                    NGC 6910 ,NOMAD1_1309-0399810 ,2011Ap.....54..203M,H alpha emission,TT*,         ,304.8283584,40.9093965,2.068355923616993e+18,0.5466,0.961,17.314108,2.593664,0.039275,1747.32837,1717.33911,1.8294914013904136
304.83295,40.91534,78.37973,2.69347,                    NGC 6910 ,   [MTK2011]_F1_14  ,2011Ap.....54..203M,H alpha emission,TT*,         ,304.8330214,40.91532962,2.0683559536781284e+18,0.6447,0.988,18.21676,2.50193,0.19774,1498.72437,1503.88403,1.5511090429657204
304.77097,40.88365,78.32711,2.71435,                    NGC 6910 ,  20190503+4053010  ,2011Ap.....54..203M,H alpha emission,TT*,         ,304.7709739,40.88365041,2.068356232854651e+18,1.5493,0.998,15.827616,1.40116,0.010639,634.126221,632.531616,0.6454527851287678
304.76492,40.89759,78.33607,2.72597,                    NGC 6910 ,NOMAD1_1308-0400415 ,2011Ap.....54..203M,H alpha emission,TT*,         ,304.7649381,40.89759035,2.0683563015741335e+18,0.5282,1.055,17.220129,2.525482,0.049327,1802.74658,1728.00012,1.893222264293828
304.7413,40.91846,78.34329,2.75247,                    NGC 6910 ,    [MTK2011]_F1_4  ,2011Ap.....54..203M,H alpha emission,TT*,         ,304.7413387,40.91846848,2.068356503433946e+18,0.7652,2.866,15.945255,1.945611,0.10961,1291.27075,1263.52661,1.3068478829064298
304.77972,40.96176,78.39548,2.75284,                    NGC 6910 ,NOMAD1_1309-0399598 ,2011Ap.....54..203M,H alpha emission,TT*,         ,304.7797213,40.96175759,2.0683570918481313e+18,0.9312,0.988,16.187206,1.870205,0.00942,1041.94556,1040.7793,1.0738831615120275
304.92545,40.88992,78.39817,2.6214,                    NGC 6910 ,NOMAD1_1308-0401226 ,2011Ap.....54..203M,H alpha emission,TT*,         ,304.9254396,40.88991869,2.068358466237592e+18,1.5355,4.412,16.543947,2.241104,0.028605,662.704346,653.48407,0.651253663301856
304.95425,40.90278,78.4211,2.61067,                    NGC 6910 ,NOMAD1_1309-0400394 ,2011Ap.....54..203M,H alpha emission,TT*,         ,304.9542513,40.9027839,2.0683585306584806e+18,0.9233,1.078,18.023138,2.645393,0.01451,1078.01282,1049.1261,1.083071591032167
304.94342,40.9335,78.44186,2.63477,                    NGC 6910 ,NOMAD1_1309-0400346 ,2011Ap.....54..203M,H alpha emission,TT*,         ,304.9434245,40.93349747,2.0683588398961654e+18,0.9217,0.958,17.618631,2.561752,0.015199,1043.19177,1066.51221,1.0849517196484755
304.88138,40.94463,78.4246,2.67975,                    NGC 6910 ,NOMAD1_1309-0400043 ,2011Ap.....54..203M,H alpha emission,TT*,         ,304.8813983,40.9446329,2.0683617647725074e+18,1.6846,3.832,16.899055,2.744433,0.050787,649.094849,634.738892,0.5936127270568681
304.6915,40.93142,78.33283,2.79087,                    NGC 6910 ,  20184595+4055531  ,2011Ap.....54..203M,H alpha emission,TT*,         ,304.6914833,40.93142105,2.0683668843735854e+18,0.939,0.945,16.962818,2.405583,0.045562,1043.14319,1019.91626,1.0649627263045793
304.79456,41.02237,78.45193,2.77769,                    NGC 6910 ,NOMAD1_1310-0397284 ,2011Ap.....54..203M,H alpha emission,TT*,         ,304.7945631,41.02236684,2.0683690103788104e+18,0.8304,1.03,15.87309,1.912305,0.014136,1154.28455,1152.55383,1.2042389210019266
304.72629,41.03427,78.43279,2.82697,                    NGC 6910 ,NOMAD1_1310-0397011 ,2011Ap.....54..203M,H alpha emission,TT*,         ,304.7262854,41.03427121,2.0683699767500564e+18,0.955,0.924,15.523186,2.106725,0.013214,1013.51288,1007.1958,1.0471204188481675
305.24921,41.27241,78.85211,2.63645,                    NGC 6910 ,NOMAD1_1312-0397597 ,2011Ap.....54..203M,H alpha emission,TT*,         ,305.2492088,41.27241222,2.0683879468931108e+18,0.98,1.032,15.318767,1.826414,0.008615,990.352539,984.831909,1.0204081632653061
305.18466,41.27612,78.82765,2.67852,                    NGC 6910 ,  20204432+4116340  ,2011Ap.....54..203M,H alpha emission,TT*,         ,305.1847079,41.27608563,2.068390523870254e+18,1.3915,1.646,17.251352,3.259693,0.179094,702.782532,711.53479,0.7186489399928135
305.14664,41.33261,78.85808,2.73404,                    NGC 6910 ,NOMAD1_1313-0396933 ,2011Ap.....54..203M,H alpha emission,TT*,         ,305.1466245,41.33261038,2.0683920013422915e+18,3.1142,0.99,16.555582,2.312636,0.041866,316.682434,317.987946,0.32110975531436653
305.15407,41.34145,78.86854,2.73444,            BD+40 4124 group ,      EM* LKHA 226  ,1995AJ....109..280H,spectroscopy,TT*,         ,305.1540734,41.34145738,2.06839203570203e+18,1.0291,1.048,12.816694,1.892914,0.028088,963.039612,960.370605,0.9717228646390051
305.12747,41.35731,78.87032,2.75989,            BD+40 4124 group ,      EM* LkHA 225  ,1995AJ....109..280H,spectroscopy,HAeBe,    UXor ,305.1274815,41.35732523,2.0683922762202143e+18,1.4623,8.128,13.093696,3.492873,0.062983,684.414001,681.288147,0.683854202284073
305.12758,41.36582,78.8774,2.76463,            BD+40 4124 group ,        [HMS95] 10  ,1995AJ....109..280H,spectroscopy,TT*,         ,305.1275915,41.36581801,2.0683922762170604e+18,1.0453,1.313,18.430231,3.019997,0.031956,1042.57935,1090.28589,0.9566631589017508
305.11945,41.36235,78.87106,2.7677,            BD+40 4124 group ,      V* V1686 Cyg  ,1995AJ....109..280H,spectroscopy,HAeBe,    UXor ,305.1195561,41.36239029,2.068392276220219e+18,1.3526,0.988,14.290059,0.997753,0.321269,723.156555,723.814758,0.7393168712110011
305.11955,41.36239,78.87114,2.76766,            BD+40 4124 group ,         [HMS95] 2  ,1995AJ....109..280H,spectroscopy,CTT*,         ,305.1195561,41.36239029,2.068392276220219e+18,1.3526,0.988,14.290059,0.997753,0.016493,,,0.7393168712110011
305.11767,41.36431,78.87193,2.76991,            BD+40 4124 group ,      V* V1685 Cyg  ,1988cels.book.....H,spectroscopy,HAeBe,    UXor ,305.1176725,41.36431363,2.0683922762219018e+18,1.0956,1.622,10.223534,1.409784,0.014685,891.529358,890.791443,0.9127418765972983
