RAJ2000,DEJ2000,l,b,SFR,Name,Ref,Method,YSOtype,vartype,RAGdeg,DEGdeg,GaiaDR3,plx,ruwe,Gmag,BP-RP,angDist,rgeo,rpgeo,D
53.29839,10.59885,174.55997,-35.58723,       Taurus-Auriga Complex ,   GSC 00653-00192  ,2008hsf2.book..813M,spectroscopy,WTT*,         ,53.29842102,10.59890866,1.3078626388631424e+16,7.2791,0.966,11.866599,1.251611,0.237997,136.761673,136.754639,0.137379621107005
52.01034,11.23976,172.89488,-36.01932,       Taurus-Auriga Complex ,   RX J0328.0+1114  ,2008hsf2.book..813M,spectroscopy,WTT*,         ,52.0105522,11.23988905,1.6353968448495616e+16,18.9876,1.261,14.490755,2.955751,0.881609,,,0.05266595040974109
51.58851,11.51505,172.28992,-36.10674,       Taurus-Auriga Complex ,   RX J0326.3+1131  ,2008hsf2.book..813M,spectroscopy,WTT*,         ,51.58856483,11.51504788,1.6426806798453632e+16,16.2485,9.348,13.463496,2.65932,0.193578,61.2994728,61.2377739,0.06154414253623412
48.69667,11.45756,169.71964,-38.06416,       Taurus-Auriga Complex ,   RX J0314.7+1127  ,2008hsf2.book..813M,spectroscopy,WTT*,         ,48.69664654,11.45762134,1.6983468919490176e+16,17.6338,9.457,12.110644,2.335504,0.235835,,,0.05670927423470834
49.85295,12.79085,168.3416,-34.48257,       Taurus-Auriga Complex ,    TYC 655-1494-1  ,2008hsf2.book..813M,spectroscopy,WTT*,         ,49.85332605,12.79127224,1.773825358801152e+16,8.2461,1.155,10.04893,1.042168,0.895,,,0.12126944858781726
45.41509,10.94241,166.97484,-40.53778,       Taurus-Auriga Complex ,     TYC 644-257-1  ,2008hsf2.book..813M,spectroscopy,WTT*,         ,45.41508913,10.94239869,2.726253254534989e+16,2.8565,1.01,10.888511,0.73437,0.040835,345.647034,345.909668,0.3500787677227376
44.25191,10.31871,166.30898,-41.73964,       Taurus-Auriga Complex ,   GSC 00644-00256  ,2008hsf2.book..813M,spectroscopy,WTT*,         ,44.25195165,10.31870418,2.7308020547044864e+16,15.8979,1.351,11.863459,2.064845,0.148982,,,0.06290138949169388
45.34635,11.39644,166.53156,-40.22685,       Taurus-Auriga Complex ,         [LH98] 35  ,2008hsf2.book..813M,spectroscopy,WTT*,         ,45.34659734,11.3963767,2.7487726270657536e+16,13.4505,5.038,10.986945,1.580519,0.902137,65.9580841,65.930954,0.07434667856213524
42.62573,11.87011,163.35405,-41.47156,       Taurus-Auriga Complex ,          HD 17662  ,2008hsf2.book..813M,spectroscopy,WTT*,         ,42.62574008,11.87009867,2.8502060106925824e+16,12.0795,1.192,8.250117,0.974741,0.054062,,,0.0827848834802765
44.91243,14.04276,163.99829,-38.39878,       Taurus-Auriga Complex ,          HD 18580  ,2008hsf2.book..813M,spectroscopy,WTT*,         ,44.9124358,14.04275345,2.9244363599514624e+16,3.4896,1.278,8.756374,1.335239,0.031087,283.889709,283.584015,0.28656579550664835
46.1854,14.62455,164.78935,-37.18682,       Taurus-Auriga Complex ,         [LH98] 40  ,2008hsf2.book..813M,spectroscopy,WTT*,         ,46.18541037,14.62451105,3.0745196970914176e+16,7.0181,0.968,10.412413,0.960559,0.144783,141.875565,141.829788,0.14248870776990924
43.46505,15.35198,161.57431,-38.16676,       Taurus-Auriga Complex ,         [LH98] 20  ,2008hsf2.book..813M,spectroscopy,WTT*,         ,43.46507172,15.35199681,3.263457456e+16,11.3643,1.23,10.182193,1.183096,0.09669,87.7165527,87.6864624,0.08799486110011175
41.3499,14.58927,159.95856,-39.9507,       Taurus-Auriga Complex ,     TYC 646-530-1  ,2008hsf2.book..813M,X-ray + spectroscopy,WTT*,         ,41.35011405,14.58925442,3.287866614130765e+16,5.4233,1.231,9.486012,0.942915,0.747837,183.098984,183.326294,0.18438957830103442
45.58769,17.17617,162.31134,-35.49627,                      MBM 12 ,           HBC 335  ,2008hsf2.book..813M,spectroscopy,CTT*,         ,45.58765606,17.1762161,3.4745155849120384e+16,4.0628,3.428,13.752268,2.240001,0.202901,245.720367,243.250122,0.2461356699812937
57.3625,11.14435,175.93057,-32.32011,       Taurus-Auriga Complex ,      V* V1129 Tau  ,2008hsf2.book..813M,spectroscopy,WTT*,         ,57.36251703,11.14436784,3.661573436742707e+16,8.4365,1.072,7.495851,0.894511,0.088,118.099823,118.049225,0.11853256682273453
57.60402,13.07051,175.93057,-30.83844,       Taurus-Auriga Complex ,     TYC 664-764-1  ,2008hsf2.book..813M,spectroscopy,WTT*,         ,57.60399286,13.07053027,3.715092165214234e+16,7.1008,1.042,10.64281,0.994663,0.119938,140.161652,140.172714,0.14082920234339796
55.08043,12.33796,174.54578,-33.12264,       Taurus-Auriga Complex ,         [LH98] 79  ,2008hsf2.book..813M,spectroscopy,WTT* bin,         ,55.08044185,12.33793621,3.758924453694989e+16,8.3413,1.098,12.225344,1.483239,0.095231,,,0.11988538956757339
64.58946,16.97972,177.71504,-23.20604,           Taurus Dark Cloud ,           HBC 372  ,1988cels.book.....H,spectroscopy,WTT*,         ,64.58947961,16.97972172,4.578758548716518e+16,5.5266,0.893,13.0224,1.470547,0.067794,179.843842,179.87326,0.18094307530850792
64.71542,17.38794,177.46297,-22.84924,           Taurus Dark Cloud ,  04185170+1723165  ,2004ApJ...600.1020M,spectroscopy,WTT*,         ,64.71543177,17.38793964,4.731600543291226e+16,8.2236,0.987,11.806791,1.445887,0.040466,121.139114,121.116661,0.12160124519675082
65.21971,17.77821,177.47966,-22.23023,           Taurus Dark Cloud ,  04205273+1746415  ,2010ApJS..186..111L,spectroscopy,WTT*,         ,65.21974226,17.77820489,4.744633621671078e+16,8.9178,1.436,14.856489,3.190056,0.112107,111.2845,111.444878,0.11213528000179415
65.49764,19.53512,176.22971,-20.88682,           Taurus Dark Cloud ,           T Tau N  ,1988cels.book.....H,spectroscopy,GTT*,     Or* ,65.49763328,19.53512011,4.819296903495923e+16,6.8901,2.296,9.668167,1.633203,0.0228,144.358948,144.288315,0.1451357745170607
65.52071,19.58006,176.2085,-20.84101,           Taurus Dark Cloud ,  04220496+1934483  ,2018AJ....156..271L,Near IR photometry + spectroscopy,WTT*,         ,65.52067511,19.58010895,4.819321384957632e+16,6.8606,1.344,14.039377,3.440803,0.212258,144.444183,144.412277,0.14575984607760256
65.55551,19.57757,176.23341,-20.8178,           Taurus Dark Cloud ,  04221332+1934392  ,2010ApJS..186..111L,spectroscopy,WTT*,         ,65.5554924,19.57757263,4.819331692878835e+16,7.1232,1.357,17.46736,4.911049,0.060442,139.403976,,0.1403863432165319
65.43015,19.57037,176.15666,-20.91192,           Taurus Dark Cloud ,  04214323+1934133  ,2010ApJS..186..111L,Near IR photometry + spectroscopy,CTT*,         ,65.4301439,19.57036429,4.823880922239834e+16,6.7951,1.156,14.403141,3.473522,0.02918,145.798859,145.881638,0.14716486880251947
65.88716,19.83864,176.23956,-20.41086,           Taurus Dark Cloud ,  04233290+1950193  ,2018AJ....156..271L,Near IR photometry + spectroscopy,WTT*,         ,65.88712325,19.83868197,4.82975300142487e+16,6.5917,1.045,18.432016,4.196369,0.195751,152.642166,150.570572,0.15170593321904818
64.11358,20.88589,174.22536,-20.96839,           Taurus Dark Cloud ,  04162725+2053091  ,2010ApJS..186..111L,spectroscopy,WTT*,         ,64.11351978,20.88589937,4.936653019537242e+16,7.2376,1.078,15.639832,3.587693,0.205343,137.009796,136.822021,0.13816734829225158
61.16404,21.97183,171.35625,-22.23398,           Taurus Dark Cloud ,  04043936+2158186  ,2010ApJS..186..111L,spectroscopy,WTT*,         ,61.16405014,21.97182156,5.309277510412429e+16,8.1477,5.566,13.681566,2.646513,0.045471,122.300865,121.966637,0.12273402309854313
61.16604,21.97264,171.35701,-22.23208,           Taurus Dark Cloud ,  04043984+2158215  ,2010ApJS..186..111L,spectroscopy,WTT*,         ,61.16605864,21.97263321,5.309277510474598e+16,8.0561,2.963,13.862074,2.677882,0.066863,123.991096,122.90773,0.1241295415896029
61.37867,21.85297,171.59802,-22.17343,           Taurus Dark Cloud ,  04053087+2151106  ,2010ApJS..186..111L,spectroscopy,WTT*,         ,61.37868397,21.8529504,5.309899421689421e+16,8.0586,1.353,13.768498,2.52069,0.084605,123.356926,123.315155,0.12409103318194227
49.18289,19.38446,163.96888,-31.67228,       Taurus-Auriga Complex ,    TYC 1240-336-1  ,2008hsf2.book..813M,spectroscopy,WTT*,         ,49.18283935,19.38451036,5.92494904609481e+16,5.7775,1.221,10.842336,0.837498,0.249907,172.166229,172.113052,0.17308524448290785
58.00932,24.66324,167.08466,-22.34215,           Taurus Dark Cloud ,       V* V679 Tau  ,1988cels.book.....H,spectroscopy,WTT*,     Or* ,58.00932207,24.66324476,6.66656963932279e+16,8.3455,11.672,11.72935,1.431748,,119.273827,119.05761,0.11982505541908814
58.64838,25.62,166.8353,-21.24821,           Taurus Dark Cloud ,           HBC 354  ,1988cels.book.....H,spectroscopy,WTT*,         ,58.64816711,25.61977137,6.728444656179738e+16,3.6716,1.069,13.623609,1.40593,1.074716,269.264771,268.931763,0.2723608236191306
58.64963,25.61917,166.83679,-21.24805,           Taurus Dark Cloud ,           HBC 355  ,1988cels.book.....H,spectroscopy,WTT*,         ,58.64990125,25.61893669,6.72844422686185e+16,2.1046,34.251,12.374476,1.188502,1.216857,581.52533,589.69635,0.4751496721467262
52.40987,24.51033,162.9857,-25.79978,       Taurus-Auriga Complex ,           HBC 347  ,1988cels.book.....H,spectroscopy,WTT*,         ,52.40987232,24.51051873,6.889784243410739e+16,6.8783,0.967,11.909498,1.18173,0.746,144.717117,144.81076,0.14538476076937615
40.89211,17.13786,157.70322,-38.04852,       Taurus-Auriga Complex ,          [LH98] 3  ,2008hsf2.book..813M,spectroscopy,WTT*,         ,40.8920947,17.13785946,8.20539457369234e+16,5.3806,0.961,10.292705,0.862323,0.052658,184.696106,184.721481,0.18585287886109356
44.6825,19.67731,159.69872,-33.95258,                      MBM 12 ,        [L2001] 11  ,2004ApJ...609..917L,spectroscopy,WTT*,         ,44.68247128,19.67724497,8.408862636328026e+16,4.0747,1.006,16.873415,3.717883,0.253538,241.862259,242.411972,0.24541684050359538
44.56704,19.78878,159.51474,-33.92196,                      MBM 12 ,         [L2001] 6  ,2004ApJ...609..917L,spectroscopy,CTT*,         ,44.56705475,19.78870758,8.413772642937024e+16,4.2373,1.399,14.851893,2.416304,0.265444,233.645508,233.067001,0.23599933920185023
44.15649,20.09365,158.92377,-33.88568,                      MBM 12 ,         V* WY Ari  ,2008hsf2.book..813M,spectroscopy,CTT*,     Or* ,44.15652435,20.09368048,8.434914189959718e+16,4.117,1.386,12.22737,1.395004,0.159775,242.204941,242.010437,0.24289531212047608
44.03333,20.05673,158.83266,-33.98071,                      MBM 12 ,          LkHA 262  ,2008hsf2.book..813M,spectroscopy,CTT* bin,     Or* ,44.03331619,20.05672371,8.4350241411227e+16,4.0605,1.213,13.664779,2.005535,0.051897,243.702881,243.811966,0.2462750892747199
44.07492,20.10275,158.84097,-33.92075,                      MBM 12 ,         [L2001] 7  ,2004ApJ...609..917L,spectroscopy,WTT*,         ,44.07493314,20.1027725,8.435079116703923e+16,4.1403,1.086,16.216333,3.673785,0.092395,239.010147,237.71312,0.24152839166243995
40.11947,20.09933,155.00163,-35.89229,       Taurus-Auriga Complex ,          [LH98] 1  ,2008hsf2.book..813M,spectroscopy,WTT*,         ,40.11942808,20.09929984,8.4958267045867e+16,4.5095,1.2,12.504787,1.054157,0.178531,,,0.22175407473112316
44.55571,20.14028,159.26619,-33.63737,                      MBM 12 ,         [L2001] 9  ,2004ApJ...609..917L,spectroscopy,WTT*,         ,44.55570719,20.14019222,1.0817830335750886e+17,3.9381,1.043,17.257381,3.808275,0.316138,250.042999,251.903549,0.25392955994007266
44.45425,20.60217,158.86172,-33.30788,                      MBM 12 ,         [L2001] 8  ,2004ApJ...609..917L,spectroscopy,CTT*,         ,44.45430045,20.60212047,1.0842071131151014e+17,4.0344,1.091,17.244713,3.69143,0.246367,245.62561,243.773041,0.24786833234186004
45.61419,22.37353,158.7446,-31.236,       Taurus-Auriga Complex ,          HD 18831  ,2008hsf2.book..813M,spectroscopy,WTT*,         ,45.61420076,22.37350251,1.0905791695501082e+17,15.1995,0.922,7.810752,0.642668,0.105236,,,0.06579163788282509
42.97537,22.45832,156.28444,-32.49815,       Taurus-Auriga Complex ,     [FS2003] 0101  ,2008hsf2.book..813M,spectroscopy,WTT*,         ,42.97541419,22.45831791,1.096280137332503e+17,37.0104,1.549,11.893148,2.824009,0.147209,,,0.02701943237576465
44.42822,23.96251,156.66336,-30.51296,       Taurus-Auriga Complex ,         V* AP Ari  ,2008hsf2.book..813M,spectroscopy,WTT*,         ,44.42817593,23.96238166,1.1029046948974054e+17,16.7312,1.264,9.49964,1.1041,0.484235,,,0.059768576073443616
54.75234,29.69605,161.183,-20.4628,    Perseus OB 2 Association ,      V* V1185 Tau  ,1992AJ....103..549G,spectroscopy,HAeBe,         ,54.75232707,29.69603537,1.2003564720628134e+17,2.5405,1.224,10.57882,0.544682,0.066407,388.826172,389.467346,0.39362330249950794
51.94867,30.20124,158.80426,-21.56996,     Perseus OB2 Association ,           HBC 339  ,1988cels.book.....H,spectroscopy,CTT*,         ,51.94867856,30.20123803,1.2089965718645875e+17,3.6814,1.169,16.876202,4.098226,0.202,267.227661,265.873962,0.2716357907317868
52.21387,30.51686,158.46071,-21.1802,                    LDN 1455 ,           HBC 343  ,1988cels.book.....H,spectroscopy,TT*,         ,52.21403731,30.51689077,1.209345323209225e+17,3.2787,2.115,13.817296,2.453363,0.530592,299.030243,298.735565,0.3049989325037362
52.21721,30.75128,158.64565,-20.99179,                    LDN 1455 ,            HBC 11  ,1988cels.book.....H,spectroscopy,CTT*,         ,52.21741829,30.7515491,1.2095332709773606e+17,2.7525,10.08,12.725579,1.930486,1.163527,361.979919,361.71756,0.36330608537693004
52.20342,31.02172,158.46034,-20.78346,                    NGC 1333 ,           HBC 342  ,1988cels.book.....H,spectroscopy,TT*,         ,52.20342174,31.02171972,1.2101002066602714e+17,3.0404,1.03,17.268892,2.890892,0.225,325.348358,322.241852,0.3289040915668991
53.37677,31.18067,159.20718,-20.04503,     Perseus OB2 Association ,            HBC 15  ,1988cels.book.....H,spectroscopy,CTT*,         ,53.37677932,31.18076193,1.2117082424057523e+17,5.9106,2.32,13.996859,2.838851,0.328,167.392273,168.071777,0.169187561330491
52.26537,31.26775,158.34721,-20.55522,                    NGC 1333 ,           HBC 346  ,1988cels.book.....H,spectroscopy,CTT*,         ,52.26565757,31.2677632,1.21392513273557e+17,3.4599,1.854,17.413364,3.472538,0.886162,285.677185,274.763641,0.28902569438423076
52.34096,31.26031,158.40701,-20.52214,                    NGC 1333 ,            HBC 13  ,1988cels.book.....H,spectroscopy,CTT*,         ,52.34114489,31.26006726,1.2139378458387546e+17,3.638,1.446,14.555713,1.907352,1.042772,272.078033,271.344574,0.2748763056624519
52.24204,31.30136,158.30858,-20.54044,                    NGC 1333 ,           HBC 345  ,1988cels.book.....H,spectroscopy,WTT*,         ,52.24208884,31.30104251,1.2140453918198477e+17,3.3711,1.018,16.307981,3.007573,1.15281,292.107178,291.526764,0.29663907923229804
52.23584,31.30983,158.29861,-20.53688,                    NGC 1333 ,           HBC 344  ,1988cels.book.....H,spectroscopy,CTT*,         ,52.23599127,31.30988856,1.2140460790146086e+17,3.3299,1.025,17.027792,3.421524,0.510807,296.482758,282.526093,0.30030931859815607
52.18017,31.2925,158.26923,-20.57938,                    NGC 1333 ,           HBC 340  ,1988cels.book.....H,spectroscopy,CTT*,     Or* ,52.18026032,31.29253836,1.21404917139109e+17,3.7999,4.492,16.032248,2.53985,0.310279,262.419495,259.182587,0.26316482012684544
52.18142,31.29347,158.26952,-20.57796,                    NGC 1333 ,           HBC 341  ,1988cels.book.....H,spectroscopy,CTT*,     Or* ,52.1814909,31.29346784,1.2140491713910886e+17,3.3541,1.245,16.804718,4.116392,0.218232,292.548248,291.534363,0.29814257177782416
52.3324,31.41584,158.30058,-20.4026,                    NGC 1333 ,         BD+30 549  ,1976AJ.....81..314S,Near-infrared photometry and spectroscopy,HAeBe,         ,52.33240567,31.41584581,1.2140690570793446e+17,3.4802,1.141,10.32428,0.957591,0.027233,284.784485,284.682343,0.2873398080570082
51.28929,30.77266,157.94724,-21.45254,     Perseus OB2 Association ,           HBC 337  ,2010AJ....140.1214C,spectroscopy,CTT*,         ,51.28917766,30.77242633,1.2399093412723277e+17,3.5338,0.98,17.90404,3.994485,0.927,282.64386,286.641052,0.28298149301035713
51.28929,30.77266,157.94724,-21.45254,     Perseus OB2 Association ,           HBC 337  ,2010AJ....140.1214C,spectroscopy,CTT*,         ,51.2893307,30.77278904,1.2399093412803597e+17,4.5502,1.513,18.121141,3.219282,0.484,223.567383,219.960342,0.21977055953584457
51.45742,31.17353,157.81584,-21.04464,     Perseus OB2 Association ,           HBC 338  ,1988cels.book.....H,SED,CTT*,         ,51.45762492,31.17329032,1.2401886429928909e+17,3.4902,1.07,11.682426,1.746677,1.069064,284.574921,284.416931,0.2865165320038966
69.04295,21.99346,176.50087,-16.76806,           Taurus Dark Cloud ,  04361030+2159364  ,2010ApJS..186..111L,IR excess + spectroscopy -BD,CTT*,         ,69.04293829,21.99346514,1.449117842515036e+17,8.6273,1.123,19.604403,3.473457,0.04325,119.114807,118.206673,0.1159111193536796
69.82415,22.35097,176.68965,-15.98171,           Taurus Dark Cloud ,           HBC 419  ,1988cels.book.....H,spectroscopy,WTT*,     dip ,69.82412984,22.35094169,1.4493683679563686e+17,6.3619,1.362,11.591105,1.63856,0.122024,156.451187,156.490997,0.15718574639651675
68.83418,22.53739,175.93469,-16.57056,           Taurus Dark Cloud ,         V* HO Tau  ,1988cels.book.....H,spectroscopy,CTT*,     Or* ,68.8342104,22.53737816,1.451329278223836e+17,6.0796,1.459,13.982401,2.277268,0.109711,163.242264,163.256805,0.1644845055595763
68.92433,22.56989,175.96404,-16.48573,           Taurus Dark Cloud ,  04354183+2234115  ,2010ApJS..186..111L,spectroscopy,WTT*,         ,68.92432895,22.56988745,1.451337868158308e+17,6.5003,0.963,16.892164,3.967167,0.009829,153.038574,152.831665,0.15383905358214237
68.99798,22.64135,175.95186,-16.38778,           Taurus Dark Cloud ,  04355949+2238291  ,2018AJ....156..271L,Spitzer photometry + Gaia DR2 astrometry,WTT*,         ,68.99792825,22.64141886,1.4515793741622618e+17,6.7667,1.065,18.120554,2.680948,0.301703,147.672882,149.247635,0.14778252323880176
68.99554,22.64314,175.94893,-16.38838,           Taurus Dark Cloud ,  04355892+2238353  ,2008A&A...490..601S,X-ray + spectroscopy,WTT*,         ,68.99554623,22.64312921,1.4515794171188954e+17,6.0019,2.233,11.797284,2.042283,0.044012,166.053177,166.131348,0.16661390559656108
68.35921,22.75814,175.46461,-16.7657,           Taurus Dark Cloud ,  04332621+2245293  ,2010ApJS..186..111L,IR excess + X-ray,WTT*,         ,68.35924648,22.7581272,1.4519625282010944e+17,6.2913,1.058,16.521063,4.523596,0.129566,157.242828,156.80072,0.15894966064247454
68.32946,22.77617,175.43176,-16.77511,           Taurus Dark Cloud ,  04331907+2246342  ,2010ApJS..186..111L,IR excess + X-ray,CTT*,         ,68.32949122,22.77614724,1.451965276980165e+17,7.6954,4.824,15.8313,3.386317,0.132122,129.651688,128.827682,0.129947761000078
68.46669,22.84172,175.46422,-16.63607,           Taurus Dark Cloud ,         V* CI Tau  ,1988cels.book.....H,spectroscopy,CTT*,     Or* ,68.46672665,22.8416928,1.4520315912751834e+17,6.2376,1.356,12.181539,2.129115,0.156116,160.204666,160.051392,0.1603180710529691
68.56363,22.84193,175.52388,-16.56743,           Taurus Dark Cloud ,  04341527+2250309  ,2001ApJ...561L.195M,Spectroscopy - brown dwarf,WTT*,         ,68.56365127,22.8418873,1.452037045877051e+17,6.139,1.295,19.112803,3.998791,0.169135,164.894913,156.024857,0.1628929793125916
68.5458,22.86237,175.49654,-16.56692,           Taurus Dark Cloud ,  04341099+2251445  ,1991AJ....101.1050H,proper motion + spectroscopy,WTT*,         ,68.5458092,22.86233219,1.4520381196254515e+17,6.159,1.128,13.871103,2.754318,0.13949,160.869904,160.957352,0.1623640201331385
68.9643,22.81999,175.78786,-16.29772,           Taurus Dark Cloud ,  04355143+2249119  ,2010ApJS..186..111L,Spectroscopy - brown dwarf,WTT*,         ,68.96428175,22.81995886,1.4520933958509542e+17,6.424,1.199,20.57082,2.882109,0.1274,182.623032,777.366699,0.1556662515566625
68.97029,22.84961,175.76778,-16.27456,           Taurus Dark Cloud ,  04355286+2250585  ,2008A&A...490..601S,X-ray + spectroscopy,WTT*,         ,68.97028331,22.84958764,1.452094426641929e+17,6.1607,1.241,14.723405,3.650905,0.083484,160.747955,160.553085,0.16231921697209734
68.94723,22.83936,175.76186,-16.29746,           Taurus Dark Cloud ,         V* HQ Tau  ,2010ApJS..186..111L,spectroscopy,WTT*,     Or* ,68.94723222,22.83935749,1.4520961875837786e+17,6.1955,13.394,11.52962,2.365565,0.011647,160.63208,161.180893,0.1614074731660076
68.96292,22.87782,175.74065,-16.26177,           Taurus Dark Cloud ,  04355109+2252401  ,2002ApJ...580..317B,spectroscopy,WTT*,         ,68.96290502,22.87779543,1.4521009979471027e+17,6.2271,1.095,14.729744,3.117497,0.101435,159.103882,159.064758,0.16058839588251353
68.92517,22.87297,175.72139,-16.29163,           Taurus Dark Cloud ,  04354203+2252226  ,2010ApJS..186..111L,X-ray + spectroscopy,WTT*,         ,68.92514955,22.87294841,1.4521271113482867e+17,6.0909,1.062,15.314018,4.078624,0.103157,162.688965,162.192505,0.1641793495214172
68.97292,22.9025,175.72699,-16.23892,           Taurus Dark Cloud ,           HBC 414  ,1988cels.book.....H,spectroscopy,CTT*,         ,68.97291181,22.9025014,1.4521319217116006e+17,6.274,2.433,13.320693,2.743474,0.02763,158.005249,157.942093,0.15938795027095953
68.97563,22.90377,175.72763,-16.23619,           Taurus Dark Cloud ,           HBC 415  ,1988cels.book.....H,spectroscopy,GTT*,     Or* ,68.9756396,22.90372959,1.4521319217115955e+17,5.9786,3.852,10.513992,1.870066,0.148939,166.312515,165.812698,0.1672632388853578
68.9699,22.90642,175.722,-16.23856,           Taurus Dark Cloud ,         V* HP Tau  ,1988cels.book.....H,spectroscopy,CTT*,     dip ,68.96992462,22.90643249,1.4521318787962778e+17,5.8395,2.772,13.033619,2.539824,0.093186,170.045807,170.130737,0.1712475383166367
68.98684,22.91001,175.72951,-16.22426,           Taurus Dark Cloud ,           HBC 416  ,1988cels.book.....H,spectroscopy,CTT*,     Or* ,68.98689037,22.91002561,1.452132265308969e+17,6.7138,10.044,14.954602,3.147587,0.176215,148.316177,149.573181,0.14894694509815604
68.96708,22.91778,175.71117,-16.2333,           Taurus Dark Cloud ,  04355209+2255039  ,2010ApJS..186..111L,Spectroscopy - brown dwarf,WTT*,         ,68.96706358,22.9177756,1.45213295250374e+17,6.2159,1.181,15.469124,3.929578,0.056718,159.430542,159.432007,0.160877748998536
68.83709,22.90674,175.64029,-16.33244,           Taurus Dark Cloud ,         V* FF Tau  ,1988cels.book.....H,spectroscopy,WTT*,     Or* ,68.83710273,22.90673153,1.452138750699145e+17,6.2134,1.483,12.783601,2.479645,0.052068,160.581421,160.558456,0.16094247915794896
69.16224,22.96997,175.78871,-16.06162,           Taurus Dark Cloud ,  04363893+2258119  ,2010ApJS..186..111L,Spectroscopy - BD,WTT*,         ,69.16220518,22.9699594,1.45217379763797e+17,5.542,1.001,18.432302,4.782663,0.121546,181.266617,180.083466,0.1804402742692169
69.04328,22.9989,175.69283,-16.12751,           Taurus Dark Cloud ,  04361038+2259560  ,2010ApJS..186..111L,Spectroscopy - BD,WTT*,         ,69.04326796,22.99888854,1.452200641178537e+17,6.1038,1.242,18.766218,4.081841,0.057397,166.857666,156.923874,0.1638323667223697
68.73721,22.97664,175.52296,-16.35836,           Taurus Dark Cloud ,  04345693+2258358  ,2008A&A...490..601S,X-ray + spectroscopy,WTT*,         ,68.7372149,22.97659025,1.4522559603666022e+17,6.1457,1.063,13.39733,2.438968,0.179824,161.408432,161.357544,0.162715394503474
68.78545,23.19441,175.37842,-16.18475,           Taurus Dark Cloud ,  04350850+2311398  ,2010ApJS..186..111L,Spectroscopy - brown dwarf,WTT*,         ,68.78547451,23.19441404,1.452386870969705e+17,7.7681,0.981,16.345612,3.984408,0.082405,127.502899,128.066528,0.12873160747158252
66.78083,22.25106,174.87881,-18.20487,           Taurus Dark Cloud ,  04270739+2215037  ,2006AJ....132.2665S,spectroscopy,WTT*,         ,66.78084836,22.25104275,1.4549446099108698e+17,6.2105,1.023,16.127657,4.09425,0.087174,159.396484,159.619934,0.16101763143064168
67.70958,23.00248,174.86568,-17.06498,           Taurus Dark Cloud ,  04305028+2300088  ,2010ApJS..186..111L,spectroscopy,GTT*,         ,67.70948954,23.00243263,1.459219949186555e+17,8.0296,3.447,15.306134,3.653825,0.344883,123.643242,124.389053,0.12453920494171565
68.2894,22.78019,175.40373,-16.80081,           Taurus Dark Cloud ,  04330945+2246487  ,2010ApJS..186..111L,brown dwarf,CTT*,     dip ,68.2894214,22.78017803,1.4594707752718285e+17,5.671,1.59,18.05027,4.920029,0.083088,175.77742,,0.1763357432551578
68.10065,22.85233,175.22897,-16.8874,           Taurus Dark Cloud ,  04322415+2251083  ,2010ApJS..186..111L,IR excess,CTT*,         ,68.10065613,22.85230864,1.459508957543204e+17,6.2483,1.253,15.213528,3.4874,0.079528,158.10672,158.413406,0.16004353184066064
68.20464,22.88411,175.26814,-16.79366,           Taurus Dark Cloud ,  04324911+2253027  ,2010ApJS..186..111L,spectroscopy,CTT*,     dip ,68.2046535,22.88412421,1.459517891076032e+17,6.1521,1.147,14.05646,2.816392,0.067975,161.203644,160.973984,0.16254612246224867
68.20575,22.88562,175.26762,-16.79191,           Taurus Dark Cloud ,  04324938+2253082  ,2010ApJS..186..111L,spectroscopy,CTT*,         ,68.2057455,22.88560709,1.4595178910760307e+17,6.0872,2.111,15.790803,4.138296,0.048816,162.813843,161.062012,0.16427914311998948
68.68937,23.13408,175.36765,-16.29122,           Taurus Dark Cloud ,  04344544+2308027  ,2006AJ....132.2665S,spectroscopy,TT*,         ,68.68935592,23.13407801,1.459827429353801e+17,6.0426,0.946,16.784393,4.169564,0.047163,163.838242,164.581512,0.16549167576870882
67.82947,23.58464,174.47757,-16.60341,           Taurus Dark Cloud ,  04311907+2335047  ,2010ApJS..186..111L,spectroscopy,WTT*,         ,67.82948104,23.5846643,1.4605005795909363e+17,5.9892,1.351,18.382694,4.378084,0.094773,166.926346,172.780533,0.16696720764041942
68.09708,24.05038,174.27391,-16.11488,           Taurus Dark Cloud ,  04322329+2403013  ,2006ApJ...645..676L,spectroscopy. BD,WTT*,         ,68.09712823,24.05040485,1.4627755378718605e+17,7.8883,1.049,16.758675,4.491465,0.182056,125.726357,,0.12677002649493552
67.59856,23.98694,174.01547,-16.50199,           Taurus Dark Cloud ,  04302365+2359129  ,2001ApJ...561L.195M,spectroscopy,CTT*,         ,67.59853448,23.98694317,1.4628511292952346e+17,7.5585,1.081,19.693302,3.013079,0.084705,135.101654,134.442352,0.13230138254944765
66.93908,23.95676,173.62721,-16.97717,           Taurus Dark Cloud ,  04274538+2357243  ,2006A&A...446..485G,spectroscopy,WTT*,         ,66.93911268,23.95678075,1.463191934944137e+17,6.295,1.096,19.72992,3.636105,0.130918,164.444717,171.388565,0.15885623510722793
67.62339,24.44585,173.66866,-16.1852,           Taurus Dark Cloud ,         V* FX Tau  ,1988cels.book.....H,spectroscopy,CTT*,     dip ,67.62327654,24.44591412,1.4636101359037414e+17,6.369,2.41,13.135205,2.62003,0.437649,156.728622,155.605576,0.15701051970482025
