RAJ2000,DEJ2000,l,b,SFR,Name,Ref,Method,YSOtype,vartype,RAGdeg,DEGdeg,GaiaDR3,plx,ruwe,Gmag,BP-RP,angDist,rgeo,rpgeo
312.806,44.43839,84.712135,0.116869,            NGC 7000/IC 5070 ,  20511344+4426182  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.8060074,44.43839941,2163141934833135232,1.3453,1.053,18.205364,3.020905,0.038795,754.674866,748.768799
312.80751,44.53142,84.784559,0.175258,            NGC 7000/IC 5070 ,  20511380+4431532  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.8075137,44.53142869,2163142828184692096,1.3895,0.98,18.236938,3.772455,0.032695,733.334839,826.633728
312.74197,44.49951,84.730208,0.191031,            NGC 7000/IC 5070 ,  20505807+4429583  ,2020ApJ...904..146F,spectroscopy,WTT*,         ,312.7419669,44.4995261,2163143098765171072,0.7424,5.931,16.42627,2.620433,0.05852,1564.37183,1362.97327
312.7486,44.50425,84.736871,0.190378,            NGC 7000/IC 5070 ,  20505966+4430153  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.7486016,44.50425684,2163143133124909824,1.264,1.066,18.456583,3.232969,0.024966,792.156433,820.747314
312.78344,44.53056,84.772988,0.187914,            NGC 7000/IC 5070 ,  20510805+4431505  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.783497,44.53055378,2163143481021376512,1.4584,1.583,17.3521,2.851397,0.147954,676.128601,725.706421
312.80692,44.53961,84.79061,0.180796,            NGC 7000/IC 5070 ,  20511367+4432225  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.8069288,44.53961675,2163143618460327680,0.8743,4.194,16.365957,2.775744,0.033141,1185.03467,1130.30688
312.78961,44.55822,84.79711,0.202165,            NGC 7000/IC 5070 ,  20510950+4433296  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.7896157,44.55822393,2163143687182537856,0.7405,2.272,16.891819,3.247387,0.020304,1491.9563,2090.97363
312.75374,44.53047,84.759433,0.204233,            NGC 7000/IC 5070 ,  20510089+4431497  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.7537414,44.53047947,2163143717240796032,1.17,0.987,15.49088,2.347751,0.034265,830.006836,828.276672
312.98967,44.45482,84.80838,0.02632,            NGC 7000/IC 5070 ,  20515752+4427172  ,2020ApJ...904..146F,spectroscopy,WTT*,         ,312.9896723,44.45482625,2163144168216103936,1.2906,0.944,17.590578,3.453377,0.02326,753.160034,754.732971
312.9371,44.43861,84.771958,0.044869,            NGC 7000/IC 5070 ,  20514490+4426190  ,2020ApJ...904..146F,spectroscopy,WTT*,     Or* ,312.9371085,44.4386193,2163144271295324544,1.1717,1.035,16.750372,2.346474,0.040009,831.535889,838.377197
312.94165,44.47647,84.803184,0.06652,            NGC 7000/IC 5070 ,  20514599+4428353  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.941656,44.47647741,2163144477453762176,1.2837,1.06,17.429665,2.852787,0.03083,755.76001,765.812073
313.01115,44.45801,84.820621,0.016552,            NGC 7000/IC 5070 ,  20520267+4427287  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,313.0111547,44.45801062,2163144546173223040,1.2479,1.046,17.559893,3.037584,0.012217,779.348083,801.233887
313.0153,44.47725,84.837317,0.026555,            NGC 7000/IC 5070 ,  20520366+4428379  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,313.0153,44.4772533,2163144576233088640,1.251,1.006,17.877316,2.88776,0.011882,794.695068,796.917175
313.00458,44.47833,84.83328,0.03314,            NGC 7000/IC 5070 ,      EM* LkHA 165  ,1958ApJ...128..259H,H alpha emission,CTT*,     Or* ,313.0041314,44.47818652,2163144644952565120,1.1007,1.021,16.66419,2.61792,1.262723,884.338257,889.449402
313.02801,44.4899,84.852847,0.027657,            NGC 7000/IC 5070 ,  20520672+4429235  ,2020ApJ...904..146F,spectroscopy,WTT*,         ,313.0280201,44.48989895,2163144679312300800,1.1161,1.827,17.073517,2.770384,0.026215,870.34967,893.711609
312.99459,44.50759,84.851239,0.057306,            NGC 7000/IC 5070 ,  20515869+4430273  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.9945914,44.5075971,2163144855413650432,1.2524,1.117,17.501925,3.053356,0.025821,770.715332,768.631348
313.00467,44.54415,84.883973,0.075119,            NGC 7000/IC 5070 ,  20520112+4432391  ,2020ApJ...904..146F,spectroscopy,WTT*,         ,313.0046721,44.54415961,2163145057269450880,1.0676,1.128,16.12006,2.428166,0.035012,906.179443,890.928955
312.89744,44.51089,84.809588,0.112763,            NGC 7000/IC 5070 ,  20513539+4430393  ,2020ApJ...904..146F,spectroscopy,WTT*,     Or* ,312.897447,44.51089953,2163145469586300032,1.2312,0.995,17.550537,3.130987,0.038671,783.616211,799.357056
312.94759,44.53561,84.851444,0.100987,            NGC 7000/IC 5070 ,  20514742+4432082  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.9476293,44.53562364,2163145744464215168,-1.8125,5.797,18.24986,3.202662,0.112078,3885.7229,4840.56787
312.98208,44.56464,84.889464,0.100593,            NGC 7000/IC 5070 ,  20515568+4433526  ,2020ApJ...904..146F,spectroscopy,GTT*,     Or* ,312.9820803,44.56465061,2163145881903176320,1.2345,2.384,15.728395,2.474798,0.038205,801.249634,780.783752
312.91708,44.55416,84.85186,0.12956,            NGC 7000/IC 5070 ,      EM* LkHA 159  ,1958ApJ...128..259H,H alpha emission,CTT*,     Or* ,312.91652,44.55395851,2163145989282263936,1.2263,1.076,17.203611,2.36609,0.055,786.040161,797.519409
313.02817,44.56528,84.910929,0.075724,            NGC 7000/IC 5070 ,  20520675+4433549  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,313.0281781,44.56529054,2163146569098464384,1.3348,1.059,18.772366,3.041876,0.04328,764.341675,790.802002
313.03567,44.57081,84.918593,0.075161,            NGC 7000/IC 5070 ,  20520856+4434150  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,313.0356636,44.57082242,2163146676477018496,1.7447,1.412,18.865795,3.742937,0.047602,652.532837,587.781372
313.10923,44.57395,84.954498,0.036849,            NGC 7000/IC 5070 ,  20522622+4434261  ,2020ApJ...904..146F,spectroscopy,WTT*,         ,313.1092355,44.57395652,2163146779556221952,1.2445,1.033,15.395918,2.862327,0.027415,774.275269,775.47467
313.10175,44.61882,84.985591,0.069641,            NGC 7000/IC 5070 ,  20522441+4437077  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,313.1017507,44.61882915,2163147191873092224,1.2382,1.055,14.081748,1.981159,0.032979,788.671875,784.352173
313.11163,44.6185,84.989856,0.064026,            NGC 7000/IC 5070 ,  20522679+4437066  ,2020ApJ...904..146F,spectroscopy,WTT*,     Or* ,313.1116587,44.61850917,2163147191873090432,0.0736,16.414,16.14846,3.524504,0.080644,2691.30737,2070.01758
313.01956,44.62527,84.95318,0.11875,            NGC 7000/IC 5070 ,      V* V1493 Cyg  ,1988cels.book.....H,spectroscopy,HAeBe,    UXor ,313.019345,44.6251215,2163147741628918144,0.8711,3.607,13.854384,2.867869,0.767591,1102.76843,1085.92981
313.01581,44.62472,84.95105,0.12046,            NGC 7000/IC 5070 ,           HBC 715  ,1988cels.book.....H,spectroscopy,CTT*,     Or* ,313.0157102,44.6246076,2163147741628918400,1.5987,0.972,15.927667,1.505567,0.478677,614.569092,617.137878
312.99369,44.62338,84.939958,0.131718,            NGC 7000/IC 5070 ,  20515848+4437241  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.993697,44.62338692,2163147775988658816,1.1142,1.021,17.023527,3.159963,0.030684,848.22168,865.732849
313.0518,44.60814,84.954604,0.09016,            NGC 7000/IC 5070 ,  20521251+4436299  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,313.0517736,44.60813402,2163147844706381824,0.1419,1.955,19.547487,3.171228,0.070955,3478.27271,3457.79614
312.85921,44.50957,84.791192,0.132936,            NGC 7000/IC 5070 ,  20512621+4430345  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.8592089,44.50958002,2163148390164061056,1.0589,0.953,18.114365,3.533073,0.036176,937.824219,942.968872
312.84856,44.52694,84.799737,0.149847,            NGC 7000/IC 5070 ,  20512365+4431369  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.8485633,44.5269416,2163148458883543936,1.2217,0.991,18.041828,3.348455,0.010299,824.437866,818.806885
312.87369,44.53879,84.820293,0.143595,            NGC 7000/IC 5070 ,  20512969+4432197  ,2020ApJ...904..146F,spectroscopy,GTT*,         ,312.8736957,44.53879992,2163148600622382592,1.2329,1.019,13.982062,1.664619,0.038566,793.777405,791.416931
312.85023,44.54921,84.817661,0.163107,            NGC 7000/IC 5070 ,  20512405+4432571  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.8502349,44.54921025,2163148699401719936,1.9688,1.334,18.62013,3.13253,0.012721,505.946716,506.68042
312.84504,44.56184,84.825047,0.174013,            NGC 7000/IC 5070 ,  20512281+4433426  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.845048,44.56184538,2163148772421081728,1.2727,0.984,16.517057,2.391972,0.028215,763.83551,768.516663
312.88918,44.58176,84.860432,0.162475,            NGC 7000/IC 5070 ,  20513340+4434543  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.8891811,44.58176331,2163149219097677568,1.2413,1.067,16.33111,2.179173,0.012271,791.101135,793.675293
312.88801,44.61656,84.886718,0.185301,            NGC 7000/IC 5070 ,  20513312+4436596  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.8880095,44.61656589,2163149322176897792,1.1378,1.06,17.748627,3.192904,0.021238,873.635376,908.004211
312.84866,44.58959,84.848084,0.189703,            NGC 7000/IC 5070 ,  20512369+4435226  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.8486703,44.58959779,2163149665774282368,1.2119,1.039,18.243635,2.640234,0.038589,814.488403,834.07135
312.79568,44.61231,84.841567,0.233255,            NGC 7000/IC 5070 ,  20511096+4436443  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.7956794,44.61230633,2163149867632841856,1.0129,1.183,17.66924,3.445953,0.013308,953.297058,996.69519
312.8606,44.60799,84.867664,0.194857,            NGC 7000/IC 5070 ,  20512654+4436287  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.8606148,44.60795725,2163150043731405824,0.6656,4.369,17.861338,2.782633,0.123832,2071.81812,1634.97253
312.95675,44.63128,84.92925,0.156992,            NGC 7000/IC 5070 ,  20514961+4437526  ,2020ApJ...904..146F,spectroscopy,WTT*,         ,312.9567545,44.63128104,2163150696566425216,1.2036,1.047,14.553653,2.215915,0.012019,807.322266,806.194275
312.92584,44.64917,84.92902,0.18535,            NGC 7000/IC 5070 ,      EM* LkHA 162  ,1958ApJ...128..259H,H alpha emission,CTT*,     Or* ,312.9254308,44.64908426,2163150937084600320,,,15.507409,2.669669,1.092635,,
312.9079,44.72924,84.982565,0.246234,            NGC 7000/IC 5070 ,  20513789+4443453  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.9079101,44.72925054,2163152204096534144,1.7782,1.139,20.381811,2.357805,0.045846,919.753662,1911.40601
312.66308,44.5106,84.702998,0.241479,            NGC 7000/IC 5070 ,  20503914+4430382  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.6630908,44.51060047,2163153578484316160,1.3073,1.046,18.58828,2.882786,0.027724,777.621216,737.826477
312.69329,44.52005,84.72399,0.230869,            NGC 7000/IC 5070 ,  20504639+4431122  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.6932958,44.52005889,2163155021594329088,0.8195,1.112,20.206411,2.907614,0.035297,3038.98926,3661.19336
312.66837,44.51389,84.70795,0.24067,            NGC 7000/IC 5070 ,      EM* LkHA 139  ,1958ApJ...128..259H,H alpha emission,CTT*,     Or* ,312.6686019,44.513951,2163155060251597568,1.5343,1.135,20.088984,2.55048,0.634494,1946.88171,1390.59106
312.70222,44.55924,84.758291,0.250862,            NGC 7000/IC 5070 ,  20504854+4433333  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.7022297,44.55924961,2163155227752761216,1.2125,1.038,18.787357,3.357542,0.04269,883.008179,909.957275
312.7004,44.56017,84.75818,0.252458,            NGC 7000/IC 5070 ,  20504810+4433367  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.7004027,44.56017761,2163155232051910144,1.1954,1.026,17.53389,3.374538,0.028285,827.766968,823.663757
312.72581,44.63562,84.827921,0.286455,            NGC 7000/IC 5070 ,  20505418+4438083  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.7258114,44.63562127,2163156056685634944,1.2406,1.043,16.490662,2.496948,0.005888,783.963196,785.417236
312.74896,44.6803,84.872876,0.302161,            NGC 7000/IC 5070 ,  20505974+4440491  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,312.7489653,44.68030199,2163162825554094464,1.2381,0.952,16.28303,2.932115,0.015251,781.477539,784.729614
312.70996,44.83656,84.975865,0.422886,            NGC 7000/IC 5070 ,  20505039+4450115  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,312.7099712,44.83656072,2163167051801848192,1.2984,1.068,15.862269,2.886779,0.02869,744.918701,740.830139
313.14752,44.62285,85.009525,0.047176,            NGC 7000/IC 5070 ,  20523541+4437222  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,313.1475271,44.62285871,2163170414757199872,1.4502,1.071,19.850266,3.640156,0.036303,828.81012,1007.88666
313.14343,44.64016,85.020966,0.060486,            NGC 7000/IC 5070 ,  20523441+4438246  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,313.1434332,44.6401667,2163170483475867392,1.1655,0.994,18.08833,3.507507,0.025454,851.077087,856.290222
313.12255,44.64457,85.01485,0.074725,            NGC 7000/IC 5070 ,  20522940+4438404  ,2020ApJ...904..146F,spectroscopy,WTT*,         ,313.1225525,44.64457545,2163170689634821248,1.1832,0.921,17.695377,3.719318,0.020682,820.098755,825.779358
313.25869,44.77066,85.173654,0.081125,            NGC 7000/IC 5070 ,  20530207+4446143  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,313.2586949,44.7706595,2163173202195533824,1.1476,0.959,18.416035,3.439888,0.012754,912.826416,893.866272
313.2846,44.83473,85.234616,0.108086,            NGC 7000/IC 5070 ,  20530829+4450051  ,2020ApJ...904..146F,spectroscopy,WTT*,     Or* ,313.2846024,44.83473111,2163179520087095296,1.2636,0.99,17.556131,2.997435,0.007362,769.771912,772.830627
313.40214,44.88712,85.328264,0.077807,            NGC 7000/IC 5070 ,  20533650+4453137  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,313.402142,44.88712502,2163179902344512768,1.0618,1.019,18.079197,3.487984,0.018797,933.88855,929.285706
313.33837,44.88929,85.300919,0.113836,            NGC 7000/IC 5070 ,  20532121+4453214  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,313.3383701,44.88929093,2163180005422050688,2.2805,1.146,20.62071,3.359108,0.003363,2815.26831,3459.61597
313.36348,44.97283,85.376381,0.153811,            NGC 7000/IC 5070 ,205327.22+445822.1  ,2020ApJ...904..146F,spectroscopy,CTT*,         ,313.36349,44.97282847,2163182582404027264,0.1919,1.027,20.124437,2.092627,0.026137,4016.70435,3424.96021
313.34922,45.11328,85.477629,0.251687,            NGC 7000/IC 5070 ,  20532381+4506477  ,2020ApJ...904..146F,spectroscopy,CTT*,     Or* ,313.3492281,45.11328668,2163186808651891968,1.0472,1.025,17.532671,2.534123,0.031705,921.175354,938.69519
313.71539,45.25167,85.74966,0.14317,            NGC 7000/IC 5070 ,      EM* LkHA 182  ,1958ApJ...128..259H,spectroscopy,CTT*,         ,313.7139887,45.25177582,2163284901405902336,0.1545,0.996,14.151244,1.62295,0.092,5452.20215,5295.3667
315.47958,49.86022,90.0173,2.25268,                  Cygnus OB7 ,           HBC 303  ,1988cels.book.....H,spectroscopy,GTT*,     Or* ,315.4794609,49.86007516,2168724013630822784,1.5821,1.099,11.869146,1.671988,0.590149,622.557617,623.963806
315.97754,50.24372,90.51675,2.26798,                     LDN 988 ,         IfAHA_645  ,2006AJ....131.1530H,H alpha emission,CTT*,         ,315.9776358,50.24360637,2168758343308242688,1.3687,1.005,18.68268,3.677111,0.464712,730.796021,660.995178
315.97595,50.25277,90.52281,2.274755,              LkHA 324 group ,      EM* LkHA 324  ,1994A&AS..104..315T,spectroscopy,HAeBe,         ,315.9759499,50.25277583,2168758339005340160,1.607,0.975,12.209738,1.617394,0.021003,620.055908,620.287842
315.97449,50.25414,90.52322,2.27637,                     LDN 988 ,         IfAHA_643  ,2006AJ....131.1530H,H alpha emission,TT*,         ,315.9745527,50.25406436,2168758343313421952,1.8962,1.502,19.882418,2.572529,0.308145,870.369324,1322.93689
315.33475,50.33547,90.31306,2.63631,                     LDN 988 ,         IfAHA_625  ,2006AJ....131.1530H,H alpha emission,TT*,         ,315.3347775,50.33557652,2168946875190510464,1.628,1.066,14.090066,1.770958,0.388633,603.652039,602.570679
315.28836,50.36244,90.31383,2.67635,                     LDN 988 ,      V* V1331 Cyg  ,1988cels.book.....H,spectroscopy,GTT*,         ,315.2883626,50.36244633,2168958901098918528,1.6763,1.552,11.603023,1.472028,0.023526,586.422852,585.513916
315.15182,52.20088,91.64431,3.95029,              LkHA 324 group ,  21003643+5212030  ,2010Ap.....53..490M,H alpha emission,TT*,         ,315.151825,52.20088287,2170280445352656512,1.7295,1.199,15.841837,2.064299,0.015115,562.947388,562.35376
315.16425,52.22675,91.66888,3.96155,              LkHA 324 group ,  21003942+5213360  ,2010Ap.....53..490M,H alpha emission,TT*,         ,315.1642534,52.22674676,2170280788950006144,1.7236,1.476,15.299986,2.421045,0.013809,568.372375,570.399963
315.17105,52.24852,91.68808,3.9727,              LkHA 324 group ,  21004105+5214545  ,2010Ap.....53..490M,H alpha emission,TT*,         ,315.1710494,52.24852347,2170280819012579584,1.5775,1.035,17.30726,3.597815,0.012548,613.198303,612.880554
315.0553,52.18851,91.59604,3.98682,              LkHA 324 group ,  21001327+5211185  ,2010Ap.....53..490M,H alpha emission,TT*,         ,315.055287,52.18851235,2170280922091671040,1.8199,1.026,16.42713,2.768485,0.029936,535.935425,538.4021
315.10025,52.24746,91.65874,4.0047,              LkHA 324 group ,  21002406+5214508  ,2010Ap.....53..490M,H alpha emission,TT*,         ,315.1002449,52.24748947,2170281544861569920,1.4883,1.78,18.072649,3.101128,0.106687,689.07373,679.390137
315.1199,52.26584,91.68056,4.00769,              LkHA 324 group ,  21002877+5215569  ,2010Ap.....53..490M,H alpha emission,TT*,         ,315.1199154,52.26583903,2170281682303200896,1.7838,1.07,15.970417,2.506639,0.034081,549.158875,548.435974
314.92624,52.17174,91.53136,4.03563,              LkHA 324 group ,  20594230+5210182  ,2010Ap.....53..490M,H alpha emission,TT*,         ,314.926223,52.17174174,2170282197699137408,0.5931,1.032,16.63791,2.066981,0.038011,1578.07043,1589.44849
314.91006,52.24612,91.58125,4.09179,              LkHA 324 group ,  20593842+5214459  ,2010Ap.....53..490M,H alpha emission,TT*,         ,314.9100767,52.24611951,2170283709527694848,0.4786,1.048,17.094755,2.215828,0.036886,1984.65112,1924.73364
315.02258,52.28478,91.65575,4.06506,              LkHA 324 group ,  21000543+5217052  ,2010Ap.....53..490M,H alpha emission,TT*,         ,315.0225832,52.28478185,2170284465441940096,1.7904,1.076,16.138712,2.33001,0.009649,543.760681,550.424011
315.04163,52.30539,91.679,4.06978,              LkHA 324 group ,  21000999+5218192  ,2010Ap.....53..490M,H alpha emission,TT*,         ,315.041613,52.30538877,2170284843399128320,0.0178,0.876,17.564455,4.859552,0.037669,7271.62158,7378.81641
315.04834,52.3048,91.68125,4.06629,              LkHA 324 group ,  21001159+5218172  ,2010Ap.....53..490M,H alpha emission,TT*,         ,315.0483322,52.30479856,2170284877758866816,,,14.663394,2.732114,0.017891,,
314.93753,52.29699,91.63084,4.11237,              LkHA 324 group ,  20594500+5217492  ,2010Ap.....53..490M,H alpha emission,TT*,         ,314.9375458,52.29699304,2170285393154872832,1.7326,1.051,15.682899,2.357434,0.036489,563.714722,564.963318
315.21689,52.23294,91.69479,3.94131,              LkHA 324 group ,    GSC03600-00242  ,2010Ap.....53..490M,H alpha emission,TT*,         ,315.21684,52.23292538,2170286423947099136,1.7756,2.239,13.004511,1.669833,0.122098,554.734436,558.363892
315.21103,52.25156,91.7065,3.95625,              LkHA 324 group ,  21005064+5215054  ,2010Ap.....53..490M,H alpha emission,TT*,         ,315.211037,52.2515666,2170286492666575104,1.7902,1.005,17.350801,3.565259,0.028384,537.790466,538.100647
315.19257,52.24948,91.69748,3.9634,              LkHA 324 group ,  21004621+5214581  ,2010Ap.....53..490M,H alpha emission,TT*,         ,315.1925753,52.24950966,2170286694527842048,,,18.125511,3.555037,0.107421,,
315.17618,52.33631,91.7565,4.02801,              LkHA 324 group ,  21004227+5220105  ,2010Ap.....53..490M,H alpha emission,TT*,         ,315.1761647,52.33630698,2170287970135321088,1.7548,1.067,15.734312,2.961068,0.035461,557.150024,554.240906
315.1427,52.36563,91.76521,4.06268,              LkHA 324 group ,  21003425+5221561  ,2010Ap.....53..490M,H alpha emission,TT*,         ,315.1427083,52.36562677,2170290993792346752,2.3053,1.054,16.061789,1.936175,0.021673,429.110565,428.900208
314.88507,52.32758,91.633,4.15664,              LkHA 324 group ,  20593241+5219393  ,2010Ap.....53..490M,H alpha emission,TT*,         ,314.8850651,52.32757603,2170297419063300608,0.4276,0.93,16.165813,4.790586,0.017856,2222.23853,2168.75415
314.58789,52.49103,91.63861,4.40066,                  Cygnus OB7 ,      V* V2494 Cyg  ,2013MNRAS.432.2685M,spectroscopy,FUor,    FUor ,314.5878889,52.49102307,2170489352564486912,1.8766,1.832,17.470346,3.795822,0.025057,531.776245,579.831055
320.36457,50.99656,92.97685,0.76343,                DOBASHI 3019 ,         HD 235495  ,1994A&AS..104..315T,spectroscopy,HAeBe,         ,320.3645717,50.99656492,2171983588879452160,1.9396,1.055,9.592075,0.431986,0.018147,512.003357,510.575073
326.49762,56.43036,99.32231,2.3108,            Cepheus OB2:Tr37 ,IPHAS J214559.43+56 ,2011MNRAS.415..103B,H alpha emission,CTT*,         ,326.4976123,56.43038786,2175171657197521792,0.1525,1.074,17.004864,2.459314,0.101468,5810.46045,5816.28955
326.80633,56.82494,99.70642,2.5038,            Cepheus OB2:Tr37 ,IPHAS J214713.52+56 ,2011MNRAS.415..103B,H alpha emission,CTT*,         ,326.8063216,56.82493068,2175197564440666752,0.1228,1.017,14.683817,1.622027,0.037464,6649.53809,5959.57861
326.44891,56.81272,99.54864,2.62029,            Cepheus OB2:Tr37 ,IPHAS J214547.74+56 ,2011MNRAS.415..103B,H alpha emission,CTT*,         ,326.4489064,56.81270798,2175199484281510144,1.1691,0.962,18.007318,3.214251,0.043846,833.395935,753.245544
327.0855,57.07527,99.98388,2.59875,            Cepheus OB2:Tr37 ,IPHAS J214820.52+57 ,2011MNRAS.415..103B,H alpha emission,CTT*,         ,327.0854983,57.07529356,2175230923442891776,0.0771,0.978,16.929178,2.363713,0.084895,6781.43799,6471.10742
323.84904,56.10008,97.99682,3.03136,            Cepheus OB2:Tr37 ,IPHAS J213523.77+56 ,2011MNRAS.415..103B,H alpha emission,CTT*,         ,323.8489985,56.10008024,2177743414900216064,7.5094,1.031,16.817953,3.091053,0.083308,132.008911,132.393219
324.9287,56.01025,98.38651,2.56229,            Cepheus OB2:Tr37 ,IPHAS J213942.89+56 ,2011MNRAS.415..103B,H alpha emission,CTT*,         ,324.9287413,56.01025528,2178055882358521216,0.1365,1.052,16.5175,1.835794,0.0852,6037.19238,6778.54297
325.2235,56.51455,98.84281,2.83318,            Cepheus OB2:Tr37 ,IPHAS J214053.64+56 ,2011MNRAS.415..103B,H alpha emission,CTT*,         ,325.2235199,56.51455229,2178106593025409152,0.9531,1.024,18.318775,3.874102,0.04036,1048.94946,1107.85022
325.11697,56.60169,98.8561,2.93741,         Cepheus OB2: SFO 37 , [OSP2002] BRC37 6  ,2008AJ....135.2323I,H alpha emission,TT*,         ,325.1167607,56.60167426,2178110961019860608,-0.1625,1.908,19.845276,3.350367,0.418633,4436.41211,9525.83691
325.11969,56.60275,98.85793,2.93722,         Cepheus OB2: SFO 37 , [OSP2002] BRC37 7  ,2008AJ....135.2323I,H alpha emission,TT*,         ,325.1195464,56.6027058,2178110961019860864,0.9815,0.95,16.707777,2.588484,0.326079,967.627258,1018.45728
325.11166,56.60661,98.85715,2.94303,         Cepheus OB2: SFO 37 , [OSP2002] BRC37 3  ,2008AJ....135.2323I,H alpha emission,TT*,         ,325.1115021,56.60657698,2178110961019859200,1.0455,1.016,16.562475,2.546095,0.334754,920.928345,942.367737
325.11404,56.60608,98.85779,2.94177,         Cepheus OB2: SFO 37 , [OSP2002] BRC37 5  ,2008AJ....135.2323I,H alpha emission,TT*,         ,325.1138697,56.60604836,2178110961019859328,0.9608,1.101,16.086628,2.769313,0.356175,1005.02435,992.126038
325.11264,56.60872,98.85895,2.94426,         Cepheus OB2: SFO 37 , [OSP2002] BRC37 4  ,2008AJ....135.2323I,H alpha emission,TT*,         ,325.112469,56.60866562,2178110961020084480,0.3786,1.189,20.612936,2.174364,0.391249,3190.44336,3951.56567
325.10837,56.609,98.85737,2.94603,         Cepheus OB2: SFO 37 , [OSP2002] BRC37 2  ,2008AJ....135.2323I,H alpha emission,TT*,         ,325.1082116,56.60896542,2178111029739335040,0.9833,1.275,15.558719,2.338206,0.337655,985.810791,984.609253
325.10663,56.61081,98.85784,2.94802,         Cepheus OB2: SFO 37 , [OSP2002] BRC37 1  ,2008AJ....135.2323I,H alpha emission,TT*,         ,,,,,,,,,,
325.13477,56.64461,98.89182,2.96322,         Cepheus OB2: SFO 37 , [OSP2002] BRC37 8  ,2008AJ....135.2323I,H alpha emission,TT*,         ,325.1346801,56.6445079,2178112197970665216,0.1021,0.996,15.717946,1.281081,0.408372,7576.01807,6284.21973
325.51237,56.79447,99.1468,2.93992,            Cepheus OB2:Tr37 ,IPHAS J214202.97+56 ,2011MNRAS.415..103B,H alpha emission,CTT*,         ,325.5124073,56.79447604,2178116973974423936,0.3862,0.96,15.101764,1.785203,0.07666,2421.48877,2367.24707
325.57345,56.93061,99.26137,3.0209,            Cepheus OB2:Tr37 ,IPHAS J214217.63+56 ,2011MNRAS.415..103B,H alpha emission,CTT*,         ,325.5734757,56.93060828,2178122815130080896,1.0039,1.855,15.261416,2.041481,0.050847,965.036621,988.299561
325.55637,56.96313,99.27565,3.05158,            Cepheus OB2:Tr37 ,IPHAS J214213.53+56 ,2011MNRAS.415..103B,H alpha emission,CTT*,         ,325.5564138,56.96314197,2178123536684577664,0.066,1.014,15.897565,1.536663,0.096093,8977.8291,8696.65527
324.59745,56.88377,98.82948,3.33745,            Cepheus OB2:Tr37 ,IPHAS J213823.39+56 ,2011MNRAS.415..103B,H alpha emission,CTT*,         ,324.5975436,56.88380201,2178156968702317696,0.6948,1.311,17.824896,3.682737,0.217154,1520.14685,1750.39929
324.59962,56.88447,98.83083,3.33718,            Cepheus OB2:Tr37 ,IPHAS J213823.91+56 ,2011MNRAS.415..103B,H alpha emission,CTT*,         ,324.5996069,56.88446085,2178156968710891648,,,16.105947,2.293802,0.04187,,
324.95854,56.89733,98.98633,3.21676,            Cepheus OB2:Tr37 ,IPHAS J213950.05+56 ,2011MNRAS.415..103B,H alpha emission,CTT*,         ,324.9585238,56.89733817,2178165416895890432,1.04,1.039,18.524536,2.796179,0.043415,978.643555,1011.87756
